,id_limpio,title,author,subjects,genre_1
221,58077,"COLECCIÓN DE DOCUMENTOS INÉDITOS RELATIVOS AL DESCUBRIMIENTO, CONQUISTA Y ORGANIZACIÓN DE LAS ANTIGUAS POSESIONES ESPAÑOLAS DE ULTRAMAR. TOMO 8, DE LOS PLEITOS DE COLÓN, II",,"{'Spain -- Colonies', 'Latin America -- History -- Sources', 'America -- Discovery and exploration -- Spanish'}",HISTORY
222,70153,"HISTORIA DEL LEVANTAMIENTO, GUERRA Y REVOLUCIÓN DE ESPAÑA (5 DE 5)","TORENO, JOSÉ MARÍA QUEIPO DE LLANO RUIZ DE SARAVIA, CONDE DE","{'Spain -- History -- Napoleonic Conquest, 1808-1813', 'Peninsular War, 1807-1814 -- Campaigns -- Spain'}",HISTORY
223,54934,ESPAÑA CONTEMPORÁNEA: OBRAS COMPLETAS VOL. XIX,"DARÍO, RUBÉN","{'Spain -- Social life and customs', 'Spain -- Description and travel', 'Spanish literature -- History and criticism'}",HISTORY
224,61739,LOS EXPLORADORES ESPAÑOLES DEL SIGLO XVI,"LUMMIS, CHARLES FLETCHER","{'New Mexico -- History -- To 1848', 'Peru -- History -- Conquest, 1522-1548', 'America -- Discovery and exploration -- Spanish'}",HISTORY
225,13458,"DERROTEROS Y VIAGES À LA CIUDAD ENCANTADA, Ó DE LOS CÉSARES.: QUE SE CREIA EXISTIESE EN LA CORDILLERA, AL SUD DE VALDIVIA.",,"{'Ciudad de los Césares (Legendary place)', 'Chile -- Description and travel', 'Argentina -- Description and travel'}",HISTORY
226,60210,LAS FIESTAS DE SAN JUAN: RESEÑA HISTÓRICA DE LO QUE HAN SIDO Y DE LO QUE SON RELACIÓN VERÍDICA DE LAS QUE SE CELEBRAN EN ESTE AÑO DE 1868,"ASENJO Y ARTEAGA, FEDERICO","{'San Juan (P.R.) -- History', 'San Juan (P.R.) -- Social life and customs', 'Festivals -- Puerto Rico -- San Juan'}",HISTORY
227,25705,"SUMA Y NARRACION DE LOS INCAS, QUE LOS INDIOS LLAMARON CAPACCUNA, QUE FUERON SEÑORES DE LA CIUDAD DEL CUZCO Y DE TODO LO Á ELLA SUBJETO","BETANZOS, JUAN DE","{'Betanzos, Juan de, -1576', 'Peru -- History -- Conquest, 1522-1548', 'Incas -- History', 'Indians of South America -- Andes Region -- History'}",HISTORY
228,61831,"CRISTÓBAL COLÓN Y EL DESCUBRIMIENTO DE AMÉRICA, TOMO 1: HISTORIA DE LA GEOGRAFÍA DEL NUEVO CONTINENTE Y DE LOS PROGRESOS DE LA ASTRONOMÍA NÁUTICA EN LOS SIGLOS XV Y XVI","HUMBOLDT, ALEXANDER VON","{'America -- Discovery and exploration -- Spanish', 'Columbus, Christopher, 1451-1506', 'Navigation -- History'}",HISTORY
229,60971,"COLECCIÓN DE DOCUMENTOS INÉDITOS RELATIVOS AL DESCUBRIMIENTO, CONQUISTA Y ORGANIZACIÓN DE LAS ANTIGUAS POSESIONES ESPAÑOLAS DE ULTRAMAR. TOMO 9, DE LOS DOCUMENTOS LEGISLATIVOS, II",,"{'Spain -- Colonies', 'Latin America -- History -- Sources', 'America -- Discovery and exploration -- Spanish'}",HISTORY
230,38885,"TRATADO DE PAZ, AMISTAD, COMERCIO Y NAVEGACION ENTRE LA CONFEDERACIÓN ARGENTINA Y LA REPÚBLICA DEL PARAGUAY",ARGENTINA,"{'Argentina -- Foreign relations -- Paraguay -- Sources', 'Paraguay -- Foreign relations -- Argentina -- Sources'}",HISTORY
231,37747,GUERRA DE RAZAS (NEGROS CONTRA BLANCOS EN CUBA),"CONTE, RAFAEL","{'Race War, Cuba, 1912', 'Black people -- Cuba', 'Cuba -- Race relations'}",HISTORY
232,66866,HISTORIA DE LA GUERRA DEL PELOPONESO (1 DE 2),THUCYDIDES,"{'Greece -- History -- Peloponnesian War, 431-404 B.C.'}",HISTORY
233,13479,"DESCRIPCIÓN GEOGRAFICA, HISTÓRICA Y ESTADÍSTICA DE BOLIVIA, TOMO 1.","ORBIGNY, ALCIDE DESSALINES D'","{'Bolivia -- History, Local', 'Bolivia -- Description and travel'}",HISTORY
234,71275,"LA AMÉRICA, TOMO I","LASTARRIA, JOSÉ VICTORINO","{'America -- Politics and government', 'Europe -- Politics and government', 'Latin America -- History', 'Latin America -- Politics and government'}",HISTORY
235,13216,"DIARIO HISTÓRICO DE LA REBELION Y GUERRA DE LOS PUEBLOS GUARANIS SITUADOS EN LA COSTA ORIENTAL DEL RIO URUGUAY, DEL AÑO DE 1754","HENIS, TADÉAS XAVIER","{'Seven Reductions, War of the, 1754-1756'}",HISTORY
236,70219,HISTORIA NATURAL Y MORAL DE LAS INDIAS (VOL. 1 OF 2),"ACOSTA, JOSÉ DE","{'Natural history -- America', 'Indians of South America -- Early works to 1800', 'Acosta, José de, 1540-1600 -- Travel -- America', 'Indians of Mexico -- Early works to 1800', 'America -- Early accounts to 1600', 'America -- Description and travel'}",HISTORY
237,69411,"HISTORIA DEL LEVANTAMIENTO, GUERRA Y REVOLUCIÓN DE ESPAÑA (3 DE 5)","TORENO, JOSÉ MARÍA QUEIPO DE LLANO RUIZ DE SARAVIA, CONDE DE","{'Spain -- History -- Napoleonic Conquest, 1808-1813', 'Peninsular War, 1807-1814 -- Campaigns -- Spain'}",HISTORY
238,20099,"HISTORIA DE LA CÉLEBRE REINA DE ESPAÑA DOÑA JUANA, LLAMADA VULGARMENTE, LA LOCA",ANONYMOUS,"{'Juana, la Loca, Queen of Castile, 1479-1555', 'Queens -- Spain -- Castile -- Biography'}",HISTORY
239,33885,HISTORIA DE LOS JUDÍOS EN ESPAÑA: DESDE LOS TIEMPOS DE SU ESTABLECIMIENTO HASTA PRINCIPIOS DEL PRESENT SIGLO,"CASTRO, ADOLFO DE",{'Jews -- Spain -- History'},HISTORY
240,62211,NUEVAS INVESTIGACIONES SOBRE EL ORIGEN DEL NOMBRE AMÉRICA,"MARCOU, JULES","{'Vespucci, Amerigo, 1451-1512', 'America -- Names'}",HISTORY
241,56251,COMPENDIO DE LA HISTORIA GENERAL DE AMÉRICA. TOMO I,"NAVARRO Y LAMARCA, CARLOS","{'America -- History', 'Latin America -- History', 'Indians'}",HISTORY
242,45250,"LOS INDIOS, SU HISTORIA Y SU CIVILIZACIÓN","BATRES JÁUREGUI, ANTONIO","{'Indians of Central America -- Guatemala', 'Indians'}",HISTORY
243,69058,LA RAZA: DESCUBRIDORES,"PEREZ, MODESTO","{'Pinzón, Martín Alonso, 1440?-1493', 'Legazpi, Miguel López de, 1510?-1572', 'Magalhães, Fernão de, -1521'}",HISTORY
244,29078,ESTUDIOS HISTÓRICOS DEL REINADO DE FELIPE II,"FERNÁNDEZ DURO, CESÁREO","{'Spain -- History -- Philip II, 1556-1598', 'Pérez, Antonio, -1611', 'Spain -- Politics and government -- 1556-1598', 'Jerba, Massacre of, 1560'}",HISTORY
245,57388,"COLECCIÓN DE DOCUMENTOS INÉDITOS RELATIVOS AL DESCUBRIMIENTO, CONQUISTA Y ORGANIZACIÓN DE LAS ANTIGUAS POSESIONES ESPAÑOLAS DE ULTRAMAR. TOMO 6, DE LA ISLA DE CUBA, III",,"{'Spain -- Colonies', 'Latin America -- History -- Sources', 'America -- Discovery and exploration -- Spanish'}",HISTORY
246,47092,HISTORIA DE LA DECADENCIA DE ESPAÑA,"CÁNOVAS DEL CASTILLO, ANTONIO","{'Spain -- History -- Philip III, 1598-1621', 'Spain -- History -- Philip IV, 1621-1665', 'Degeneration -- History -- 17th century', 'Spain -- History -- Charles II, 1665-1700'}",HISTORY
247,62450,"HISTORIA DEL PARAGUAY, RÍO DE LA PLATA Y TUCUMÁN","GUEVARA, JOSÉ","{'Tucumán (Argentina : Gobernación)', 'Indians of South America -- Paraguay', 'Argentina -- History -- To 1810', 'Paraguay -- History -- To 1811'}",HISTORY
248,28967,"DIARIO DE LA EXPEDICION REDUCCIONAL DEL ANO 1780, MANDADA PRACTICAR POR ORDEN DEL VIREY DE BUENOS AIRES","ARIAS, FRANCISCO GAVINO DE","{'Gran Chaco', 'Argentina -- Discovery and exploration', 'Jesuits -- Argentina', 'Gran Chaco -- Bibliography'}",HISTORY
249,11302,"DIARIO DE LA NAVEGACION EMPREDIDA EN 1781: DESDE EL RIO NEGRO, PARA RECONOCER LA BAHIA DE TODOS LOS SANTOS, LAS ISLAS DEL BUEN SUCESO, Y EL DESAGUE DEL RIO COLORADO","VILLARINO, BASILIO",{'Argentina -- Discovery and exploration'},HISTORY
250,19496,DIARIO DE UN RECONOCIMIENTO DE LA GUARDIA Y FORTINES,"AZARA, FÉLIX DE","{'Buenos Aires (Argentina : Province) -- Description and travel', 'Argentina -- History -- To 1810'}",HISTORY
251,72754,LOS NUEVE LIBROS DE LA HISTORIA (2 DE 2),HERODOTUS,"{'History, Ancient', 'Greece -- History -- To 146 B.C.'}",HISTORY
252,62475,ISLAS FILIPINAS - ADMINISTRACION DE JUSTICIA: MEMORIA DEDICADA Á LA EXPOSICION COLONIAL DE AMSTERDAM,"VILLARRAGUT Y ESTEVAN, CARLOS","{'Philippines -- Politics and government -- 1521-1898', 'Justice, Administration of -- Philippines'}",HISTORY
253,53421,"DOCUMENTOS PARA LA HISTORIA DEL VIRREINATO DEL RIO DE LA PLATA, TOMO 1",,{'Argentina -- History -- 1776-1810 -- Sources'},HISTORY
254,72753,LOS NUEVE LIBROS DE LA HISTORIA (1 DE 2),HERODOTUS,"{'History, Ancient', 'Greece -- History -- To 146 B.C.'}",HISTORY
255,49258,CRÓNICA DE LA CONQUISTA DE GRANADA (1 DE 2),"IRVING, WASHINGTON","{'Granada (Spain : Reino) -- History -- Spanish Conquest, 1476-1492'}",HISTORY
256,56283,HISTORIA DE LAS INDIAS (VOL. 4 DE 5),"CASAS, BARTOLOMÉ DE LAS","{'America -- Discovery and exploration -- Spanish -- Early works to 1800', 'Columbus, Christopher, 1451-1506 -- Early works to 1800', 'Spain -- Colonies -- America -- Early works to 1800', 'Indians, Treatment of -- Latin America -- Early works to 1800'}",HISTORY
257,64945,VERDADERA HISTORIA DE LOS SUCESOS DE LA CONQUISTA DE LA NUEVA-ESPAÑA (1 DE 3),"DÍAZ DEL CASTILLO, BERNAL","{'Mexico -- History -- Conquest, 1519-1540'}",HISTORY
258,49298,HISTORIA DE LAS INDIAS (VOL. 1 DE 5),"CASAS, BARTOLOMÉ DE LAS","{'America -- Discovery and exploration -- Spanish -- Early works to 1800', 'Columbus, Christopher, 1451-1506 -- Early works to 1800', 'Spain -- Colonies -- America -- Early works to 1800', 'Indians, Treatment of -- Latin America -- Early works to 1800'}",HISTORY
259,39947,"HISTORIA DE VENEZUELA, TOMO I","AGUADO, PEDRO DE, ACTIVE 16TH CENTURY","{'Venezuela -- History -- 1556-1810', 'Venezuela -- History -- To 1556'}",HISTORY
260,61832,"CRISTÓBAL COLÓN Y EL DESCUBRIMIENTO DE AMÉRICA, TOMO 2: HISTORIA DE LA GEOGRAFÍA DEL NUEVO CONTINENTE Y DE LOS PROGRESOS DE LA ASTRONOMÍA NÁUTICA EN LOS SIGLOS XV Y XVI","HUMBOLDT, ALEXANDER VON","{'America -- Discovery and exploration -- Spanish', 'Columbus, Christopher, 1451-1506', 'Navigation -- History'}",HISTORY
261,39312,LOS INGENIOS:: COLECCIÓN DE VISTAS DE LOS PRINCIPLES INGENIOS DE AZÚCAR DE LA ISLA DE CUBA,"CANTERO, J. G. (JUSTO GERMÁN)","{'Sugar trade -- Cuba -- History -- 19th century', 'Plantations -- Cuba -- History -- 19th century'}",HISTORY
262,18723,PROYECTO DE TRASLACION DE LAS FRONTERAS DE BUENOS AIRES AL RIO NEGRO Y COLORADO,"UNDIANO Y GASTELU, SEBASTIAN","{'Cerro y Zamudio, José Santiago', 'Pampas (Argentina)', 'Argentina -- Discovery and exploration', 'Argentina -- Boundaries', 'Colorado River (Mendoza and Neuquén-Buenos Aires, Argentina)', 'Buenos Aires (Argentina : Province) -- Boundaries', 'Mountain passes -- Andes', 'Negro River (Río Negro, Argentina)'}",HISTORY
263,56452,"COLECCIÓN DE DOCUMENTOS INÉDITOS RELATIVOS AL DESCUBRIMIENTO, CONQUISTA Y ORGANIZACIÓN DE LAS ANTIGUAS POSESIONES ESPAÑOLAS DE ULTRAMAR. TOMO 5, DE LOS DOCUMENTOS LEGISLATIVOS, I",,"{'Spain -- Colonies', 'Latin America -- History -- Sources', 'America -- Discovery and exploration -- Spanish'}",HISTORY
264,18798,"MEMORIA DIRIGIDA AL SR. MARQUEZ DE LORETO, VIREY Y CAPITAN GENERAL DE LAS PROVINCIAS DEL RIO DE LA PLATA","VIEDMA, FRANCISCO DE","{'Patagonia (Argentina and Chile) -- History', 'Argentina -- History -- 1776-1810'}",HISTORY
265,25255,"SEGUNDA PARTE DE LA CRÓNICA DEL PERÚ, QUE TRATA DEL SEÑORIO DE LOS INCAS YUPANQUIS Y DE SUS GRANDES HECHOS Y GOBERNACION","CIEZA DE LEÓN, PEDRO DE","{'Peru -- History -- Conquest, 1522-1548', 'Peru -- Description and travel -- Early works to 1800', 'Indians of South America -- Peru -- Social life and customs'}",HISTORY
266,44918,HOMBRES Y GLORIAS DE AMÉRICA,"PIÑEYRO, ENRIQUE","{""Anghiera, Pietro Martire d', 1457-1526"", 'Bello, Andrés, 1781-1865', 'Motley, John Lothrop, 1814-1877', 'Mitre, Bartolomé, 1821-1906. Historia de San Martín y de la emancipación sudamericana', 'Lincoln, Abraham, 1809-1865', 'Heredia, José María, 1803-1839', 'Vera y Figueroa, Juan Antonio de, conde de la Roca, 1588-1658. Centón epistolario', 'Luz y Caballero, José de la, 1800-1862', 'United States -- Politics and government -- 1861-1865'}",HISTORY
267,61022,"GUERRA DE GRANADA: HECHA POR EL REY D. FELIPE II, CONTRA LOS MORISCOS DE AQUEL REINO, SUS REBELDES; SEGUIDA DE LA VIDA DEL LAZARILLO DE TORMES, SUS FORTUNAS Y ADVERSIDADES","HURTADO DE MENDOZA, DIEGO","{'Spain -- History -- Philip II, 1556-1598', 'Granada (Spain : Reino) -- History', 'Moriscos'}",HISTORY
268,56010,LAS TRANSFORMACIONES DE LA SOCIEDAD ARGENTINA Y SUS CONSECUENCIAS INSTITUCIONALES (1853 À 1910),"RIVAROLA, HORACIO CARLOS","{'Argentina -- Social conditions', 'Argentina -- Economic conditions'}",HISTORY
269,43493,LA EXPERIENCIA ABOLICIONISTA DE PUERTO RICO,SOCIEDAD ABOLICIONISTA ESPAÑOLA,{'Antislavery movements -- Puerto Rico'},HISTORY
270,56624,"COLECCIÓN DE DOCUMENTOS INÉDITOS RELATIVOS AL DESCUBRIMIENTO, CONQUISTA Y ORGANIZACIÓN DE LAS ANTIGUAS POSESIONES ESPAÑOLAS DE ULTRAMAR. TOMO 4, DE LA ISLA DE CUBA, II",,"{'Spain -- Colonies', 'Latin America -- History -- Sources', 'America -- Discovery and exploration -- Spanish'}",HISTORY
271,66554,"COLECCIÓN DE DOCUMENTOS INÉDITOS RELATIVOS AL DESCUBRIMIENTO, CONQUISTA Y ORGANIZACIÓN DE LAS ANTIGUAS POSESIONES ESPAÑOLAS DE ULTRAMAR. TOMO 10, DE LOS DOCUMENTOS LEGISLATIVOS, III",,"{'Spain -- Colonies -- Administration -- History -- Sources', 'Spain -- Colonies'}",HISTORY
272,66867,HISTORIA DE LA GUERRA DEL PELOPONESO (2 DE 2),THUCYDIDES,"{'Greece -- History -- Peloponnesian War, 431-404 B.C.'}",HISTORY
273,50437,"COLECCIÓN DE DOCUMENTOS INÉDITOS RELATIVOS AL DESCUBRIMIENTO, CONQUISTA Y ORGANIZACIÓN DE LAS ANTIGUAS POSESIONES ESPAÑOLAS DE ULTRAMAR. TOMO 2, DE LAS ISLAS FILIPINAS, I",,"{'Philippines -- Discovery and exploration -- Spanish', 'Philippines -- History -- Sources', 'Spain -- Colonies'}",HISTORY
274,39948,"HISTORIA DE VENEZUELA, TOMO II","AGUADO, PEDRO DE, ACTIVE 16TH CENTURY","{'Venezuela -- History -- 1556-1810', 'Venezuela -- History -- To 1556'}",HISTORY
275,53171,HISTORIA DE LAS INDIAS (VOL. 3 DE 5),"CASAS, BARTOLOMÉ DE LAS","{'America -- Discovery and exploration -- Spanish -- Early works to 1800', 'Columbus, Christopher, 1451-1506 -- Early works to 1800', 'Spain -- Colonies -- America -- Early works to 1800', 'Indians, Treatment of -- Latin America -- Early works to 1800'}",HISTORY
276,42705,LA EMANCIPACION DE LOS ESCLAVOS EN LOS ESTADOS UNIDOS,"LABRA, RAFAEL M. DE (RAFAEL MARÍA)","{'Freed persons', 'Reconstruction (U.S. history, 1865-1877)', 'Enslaved persons -- Emancipation -- United States'}",HISTORY
277,20852,"DESCRIPCION DEL RIO PARAGUAY, DESDE LA BOCA DEL XAURU HASTA LA CONFLUENCIA DEL PARANA","QUIROGA, JOSÉ",{'Paraguay River'},HISTORY
278,56051,"COLECCIÓN DE DOCUMENTOS INÉDITOS RELATIVOS AL DESCUBRIMIENTO, CONQUISTA Y ORGANIZACIÓN DE LAS ANTIGUAS POSESIONES ESPAÑOLAS DE ULTRAMAR. TOMO 1, ISLA DE CUBA",,"{'Spain -- Colonies', 'Latin America -- History -- Sources', 'America -- Discovery and exploration -- Spanish'}",HISTORY
279,63767,UNA EXCURSIÓN A LOS INDIOS RANQUELES - TOMO 2,"MANSILLA, LUCIO V.","{'Ranquel Indians', 'Argentina -- Description and travel'}",HISTORY
280,24208,"LA NAO SANTA MARÍA: MEMÓRIA DE LA COMISIÓN ARQUEOLÓGICA EJECUTIVA, 1892",SPAIN. COMISIÓN ARQUEOLÓGICA EJECUTIVA,"{'Santa María (Ship : Replica)', 'Sailing ships -- Spain', 'America -- Centennial celebrations, etc.', 'Columbus, Christopher, 1451-1506'}",HISTORY
281,68978,"HISTORIA DEL LEVANTAMIENTO, GUERRA Y REVOLUCIÓN DE ESPAÑA (1 DE 5)","TORENO, JOSÉ MARÍA QUEIPO DE LLANO RUIZ DE SARAVIA, CONDE DE","{'Spain -- History -- Napoleonic Conquest, 1808-1813', 'Peninsular War, 1807-1814 -- Campaigns -- Spain'}",HISTORY
282,28542,DESCRIPCIÓN DE LA PATAGONIA Y DE LAS PARTES ADYACENTES DE LA AMÉRICA MERIDIONAL,"FALKNER, THOMAS","{'Patagonia (Argentina and Chile) -- Description and travel', 'Moluche dialect', 'Falkland Islands', 'Indians of South America -- Patagonia (Argentina and Chile)', 'Pampas (Argentina)'}",HISTORY
283,64946,VERDADERA HISTORIA DE LOS SUCESOS DE LA CONQUISTA DE LA NUEVA-ESPAÑA (2 DE 3),"DÍAZ DEL CASTILLO, BERNAL","{'Mexico -- History -- Conquest, 1519-1540'}",HISTORY
284,13516,EXPEDICIÓN DE CATALANES Y ARAGONESES AL ORIENTE,"MONCADA, FRANCISCO DE","{'Byzantine Empire -- History -- Andronicus II Palaeologus, 1282-1328', 'Catalan Grand Company', 'Flor, Roger de, -1305'}",HISTORY
285,19106,RECONOCIMIENTO DEL FUERTE DEL CARMEN DEL RIO NEGRO,"CRAMER, AMBROSIO","{'Carmen de Patagones (Argentina)', 'Negro River (Río Negro, Argentina)'}",HISTORY
286,61700,"EL TRATADO DE PARÍS: CONFERENCIAS PRONUNCIADAS EN EL CÍRCULO DE LA UNIÓN MERCANTIL EN LOS DÍAS 22, 24 Y 27 DE FEBRERO DE 1904","MONTERO RÍOS, EUGENIO",{'Treaty of Peace between the United States and Spain (1898 December 10)'},HISTORY
287,36318,CURIOSIDADES ANTIGUAS SEVILLANAS: (SERIE SEGUNDA),"GESTOSO Y PÉREZ, JOSÉ",{'Andalusia (Spain)'},HISTORY
288,61361,"JUICIO RAZONADO SOBRE LOS ACONTECIMIENTOS DE EUROPA, SITUACION DEL SUMO PONTÍFICE, Y TAMBIEN SOBRE LA VENTAJOSA POSICION EN QUE SE ENCUENTRA LA ESPAÑA, RESPECTO DEL RESTO DE EUROPA","VILLARRAGUT Y AQUIRIANO, ANTONIO","{'Europe -- History -- 1848-1849', 'Spain -- Politics and government', 'Pius IX, Pope, 1792-1878'}",HISTORY
289,63600,UNA EXCURSIÓN A LOS INDIOS RANQUELES - TOMO 1,"MANSILLA, LUCIO V.","{'Ranquel Indians', 'Argentina -- Description and travel'}",HISTORY
290,52795,"EL LIBRO ROJO, 1520-1867, TOMO I","RIVA PALACIO, VICENTE","{'Mexico -- History', 'Executions and executioners'}",HISTORY
291,35905,COSAS NUEVAS Y VIEJAS (APUNTES SEVILLANOS),"CHAVES REY, MANUEL","{'Seville (Spain) -- Biography', 'Seville (Spain) -- History'}",HISTORY
292,27757,"NUEVO PLAN DE FRONTERAS DE LA PROVINCIA DE BUENOS AIRES, PROYECTADO EN 1816","GARCÍA, PEDRO ANDRÉS","{'Argentina -- Boundaries', 'Buenos Aires (Argentina : Province) -- Boundaries'}",HISTORY
293,57960,"HISTORIA DE AMÉRICA DESDE SUS TIEMPOS MÁS REMOTOS HASTA NUESTROS DÍAS, TOMO I","ORTEGA RUBIO, JUAN",{'America -- History'},HISTORY
294,40358,SALTA,"DÁVALOS, JUAN CARLOS",{'Salta (Argentina)'},HISTORY
295,26028,DESCRIPCION É HISTORIA DEL CASTILLO DE LA ALJAFERÍA: SITO  EXTRAMUROS DE LA CIUDAD DE ZARAGOZA,"NOUGUÉS SECALL, MARIANO","{'Architecture, Islamic -- Spain -- Zaragoza', 'Aljafería (Zaragoza, Spain)', 'Palaces -- Spain -- Zaragoza'}",HISTORY
296,62559,"DIARIO DEL PILOTO DE LA REAL ARMADA, D. BASILIO VILLARINO, DEL RECONOCIMIENTO, QUE HIZO DEL RÍO NEGRO, EN LA COSTA ORIENTAL DE PATAGONIA, EL AÑO DE 1782","VILLARINO, BASILIO","{'Argentina -- Description and travel', 'Río Negro (Argentina) -- Description and travel'}",HISTORY
297,70064,ESTUDIOS AMERICANOS (PRIMERA SERIE),"GARCÍA MÉROU, MARTÍN","{'United States -- Politics and government -- 1865-1933', 'United States -- Description and travel'}",HISTORY
298,40724,"DESCRIPCIÓN COLONIAL, LIBRO SEGUNDO (2/2)","LIZÁRRAGA, REGINALDO DE","{'America -- Early accounts to 1600', 'South America -- Description and travel'}",HISTORY
299,27167,HISTORIA DE TERUEL,"BLASCO, COSME",{'Teruel (Spain)'},HISTORY
300,50526,"COMENTARIO DEL CORONEL FRANCISCO VERDUGO, DE LA GUERRA DE FRISIA,: EN XIV AÑOS QUE FUE GOBERNADOR Y CAPITAN GENERAL DE AQUEL ESTADO Y EJERCITO POR EL REY DON FELIPE II, NUESTRO SEÑOR","VERDUGO, FRANCISCO","{""Netherlands -- History -- Eighty Years' War, 1568-1648""}",HISTORY
301,41789,DIARIO DE LA EXPEDICION DE 1822 A LOS CAMPOS DEL SUD DE BUENOS AIRES: DESDE MORON HASTA LA SIERRA DE LA VENTANA,"GARCÍA, PEDRO ANDRÉS","{'Buenos Aires (Argentina : Province) -- Description and travel', 'Indians of South America -- Argentina', 'Argentina -- Discovery and exploration', 'Argentina -- Description and travel'}",HISTORY
302,45151,HISTORIA DE LA CONQUISTA DE LA HABANA (1762),"GUITERAS, PEDRO JOSÉ","{'Havana (Cuba) -- History -- Siege, 1762'}",HISTORY
303,20401,VIAGE AL RIO DE LA PLATA Y PARAGUAY,"SCHMIDEL, ULRICH","{'Indians of South America', 'Mendoza, Pedro de, 1487?-1537', 'America -- Discovery and exploration -- Spanish', 'Argentina -- History -- 1535-1617', 'Paraguay -- History -- To 1811', 'America -- Early accounts to 1600', 'Rio de la Plata (Argentina and Uruguay)'}",HISTORY
304,53131,HISTORIA DE LAS INDIAS (VOL. 5 DE 5),"CASAS, BARTOLOMÉ DE LAS","{'America -- Discovery and exploration -- Spanish -- Early works to 1800', 'Columbus, Christopher, 1451-1506 -- Early works to 1800', 'Spain -- Colonies -- America -- Early works to 1800', 'Indians, Treatment of -- Latin America -- Early works to 1800'}",HISTORY
305,28904,CORRESPONDENCIA OFICIAL E INEDITA SOBRE LA DEMARCACION DE LIMITES ENTRE EL PARAGUAY Y EL BRASIL,"AZARA, FÉLIX DE","{'Paraguay -- Boundaries -- Brazil', 'Brazil -- Boundaries -- Paraguay'}",HISTORY
306,69159,"HISTORIA DEL LEVANTAMIENTO, GUERRA Y REVOLUCIÓN DE ESPAÑA (2 DE 5)","TORENO, JOSÉ MARÍA QUEIPO DE LLANO RUIZ DE SARAVIA, CONDE DE","{'Spain -- History -- Napoleonic Conquest, 1808-1813', 'Peninsular War, 1807-1814 -- Campaigns -- Spain'}",HISTORY
307,16105,COLECCIÓN DE VIAGES Y EXPEDICIÓNES À LOS CAMPOS DE BUENOS AIRES Y A LAS COSTAS DE PATAGONIA,,"{'Indians of South America -- Argentina', 'Argentina -- Discovery and exploration', 'Patagonia (Argentina and Chile)'}",HISTORY
308,10228,EL PRESIDENTE DÍAZ AL SEÑOR EDISON,"DÍAZ, PORFIRIO","{'Edison, Thomas A. (Thomas Alva), 1847-1931'}",HISTORY
309,19643,ACTAS CAPITULARES DESDE EL 21 HASTA EL 25 DE MAYO DE 1810 EN BUENOS AIRES,ANONYMOUS,"{'Argentina -- History -- War of Independence, 1810-1817'}",HISTORY
310,18157,FUNDACIÓN DE LA CIUDAD DE BUENOS-AIRES,,"{'Buenos Aires (Argentina) -- History', 'Paraguay -- History -- To 1811 -- Sources', 'Garay, Juan de, 1528?-1583', 'Argentina -- History -- 1535-1617 -- Sources', 'America -- Early accounts to 1600'}",HISTORY
311,71339,ESPAÑA Y LOS ESTADOS UNIDOS DE NORTE AMÉRICA : $B A PROPÓSITO DE LA GUERRA,"ARAGÓN, AGUSTÍN","{'Spanish-American War, 1898 -- Foreign public opinion'}",HISTORY
312,33267,FACUNDO,"SARMIENTO, DOMINGO FAUSTINO","{'Argentina -- History -- 1817-1860', 'Quiroga, Juan Facundo, 1790-1835', 'Argentina -- Description and travel'}",HISTORY
313,53405,"EL LIBRO ROJO, 1520-1867, TOMO II","RIVA PALACIO, VICENTE","{'Mexico -- History', 'Executions and executioners'}",HISTORY
314,52469,LA ANEXIÓN DE PUERTO-RICO A LOS ESTADOS UNIDOS DE AMERICA,"NIEVES, JUAN B.",{'Puerto Rico -- Annexation to the United States'},HISTORY
315,69660,"HISTORIA DEL LEVANTAMIENTO, GUERRA Y REVOLUCIÓN DE ESPAÑA (4 DE 5)","TORENO, JOSÉ MARÍA QUEIPO DE LLANO RUIZ DE SARAVIA, CONDE DE","{'Spain -- History -- Napoleonic Conquest, 1808-1813', 'Peninsular War, 1807-1814 -- Campaigns -- Spain'}",HISTORY
316,39579,"DESCRIPCIÓN COLONIAL, LIBRO PRIMERO (1/2)","LIZÁRRAGA, REGINALDO DE","{'America -- Early accounts to 1600', 'South America -- Description and travel'}",HISTORY
317,15334,MINDANAO: SU HISTORIA Y GEOGRAFÍA,"NIETO AGUILAR, JOSÉ",{'Mindanao Island (Philippines)'},HISTORY
318,63464,NUESTRA PAMPA; LIBRO DE LECTURA,"MOLINS, W. JAIME (WENCESLAO JAIME)",{'La Pampa (Argentina : Province) -- Description and travel'},HISTORY
319,66949,"LAS HELÉNICAS; Ó, HISTORIA GRIEGA DESDE EL AÑO 411 HASTA EL 362 ANTES DE JESUCRISTO",XENOPHON,{'Greece -- History -- To 146 B.C.'},HISTORY
320,10293,"RELACIÓN HISTORICA DE LOS SUCESOS DE LA REBELIÓN DE JOSÉ GABRIEL TUPAC-AMARU EN LAS PROVINCIAS DEL PERU, EL AÑO DE 1780",ANONYMOUS,"{'Peru -- History -- Insurrection of Tupac Amaru, 1780-1781'}",HISTORY
321,45183,"DIARIO DE UN VIAGE A SALINAS GRANDES, EN LOS CAMPOS DEL SUD DE BUENOS AIRES","GARCÍA, PEDRO ANDRÉS",{'Buenos Aires (Argentina : Province) -- Description and travel'},HISTORY
