,id_limpio,title,author,subjects,genre_1
68,73500,OBRAS DRAMÁTICAS DE EURÍPIDES (1 DE 3),EURIPIDES,{'Greek drama (Tragedy) -- Translations into Spanish'},DRAMA
69,16110,VIAGE AL PARNASO: LA NUMANCIA (TRAGEDIA) Y EL TRATO DE ARGEL (COMEDIA),"CERVANTES SAAVEDRA, MIGUEL DE","{'Spanish poetry', 'Spanish drama'}",DRAMA
70,48670,TEATRO GALANTE,"ZAMACOIS, EDUARDO",{'Spanish drama'},DRAMA
71,59629,JUAN JOSÉ: DRAMA EN TRES ACTOS Y EN PROSA,"DICENTA, JOAQUÍN",{'Spanish drama -- 19th century'},DRAMA
72,67638,"LOS CACIQUES: FARSA CÓMICA DE COSTUMBRES DE POLÍTICA RURAL, DISTRIBUÍDA EN TRES ACTOS","ARNICHES Y BARRERA, CARLOS",{'Spanish drama -- 20th century'},DRAMA
73,67354,LA TOSCA: DRAMA TRÁGICO EN CUATRO ACTOS DIVIDIDOS EN CINCO CUADROS,"SARDOU, VICTORIEN","{'Tragedies (Drama)', 'French drama -- Translations into Spanish'}",DRAMA
74,54436,"TEATRO SELECTO, TOMO 1 DE 4","CALDERÓN DE LA BARCA, PEDRO","{'Spanish drama -- Classical period, 1500-1700'}",DRAMA
75,29677,HEATH'S MODERN LANGUAGE SERIES: EL TROVADOR,"GARCÍA GUTIÉRREZ, ANTONIO",{'Spanish drama'},DRAMA
76,23206,LA MOZA DE CÁNTARO,"VEGA, LOPE DE",{'Spanish drama'},DRAMA
77,14796,EL CONSEJO DE LOS DIOSES,"RIZAL, JOSÉ",{'Fiction'},DRAMA
78,48091,"LA FAMILIA DE LEÓN ROCH, TOMO 1","PÉREZ GALDÓS, BENITO",{'Spanish fiction'},FICTION
79,49418,"LAS MÁSCARAS, VOL. 2/2","PÉREZ DE AYALA, RAMÓN",{'Drama -- History and criticism'},FICTION
80,27214,CUENTOS Y DIÁLOGOS,"VALERA, JUAN","{'Spanish fiction', 'Spanish drama'}",FICTION
81,61874,ALMA VASCA,"SALAVERRÍA, JOSÉ MARÍA",{'Basques'},FICTION
82,14944,LA BARRACA,"BLASCO IBÁÑEZ, VICENTE","{'Valencia (Spain : Province) -- Fiction', 'Tenant farmers -- Fiction', 'Absentee landlordism -- Fiction'}",FICTION
83,5985,"ZADIG, Ó EL DESTINO, HISTORIA ORIENTAL",VOLTAIRE,"{'French literature -- 18th century', 'Political fiction, French', 'Manners and customs -- Fiction'}",FICTION
84,47103,EL APRENDIZ DE CONSPIRADOR,"BAROJA, PÍO","{'Aviraneta e Ibargoyen, Eugenio de, 1792-1872 -- Fiction'}",FICTION
85,24823,SILAS MARNER,"ELIOT, GEORGE","{'Domestic fiction', 'Weavers -- Fiction', 'Adopted children -- Fiction', 'England -- Fiction', 'England -- Social life and customs -- 19th century -- Fiction', 'Foundlings -- Fiction', 'Fathers and daughters -- Fiction'}",FICTION
86,59631,LA CASA DE LOS CUERVOS,"WAST, HUGO",{'Santa Fe (Argentina : Province) -- History -- Fiction'},FICTION
87,53429,EL SABOR DE LA TIERRUCA,"PEREDA, JOSÉ MARÍA DE",{'Spanish fiction -- 19th century'},FICTION
88,72768,BOCETOS AL TEMPLE. TIPOS TRASHUMANTES : $B OBRAS COMPLETAS - VOL. VIII,"PEREDA, JOSÉ MARÍA DE",{'Spanish fiction -- 19th century'},FICTION
89,11657,LA NIÑA DE LUZMELA,"ESPINA, CONCHA",{'Spanish fiction -- 20th century'},FICTION
90,24601,EL CUARTO PODER,"PALACIO VALDÉS, ARMANDO",{'Spanish fiction'},FICTION
91,17340,MARIANELA,"PÉREZ GALDÓS, BENITO",{'Spanish fiction'},FICTION
92,29901,LIETTE,"DOURLIAC, ARTHUR",{'Fiction'},FICTION
93,29830,EL TESORO MISTERIOSO,"LE QUEUX, WILLIAM",{'Detective and mystery stories'},FICTION
94,36990,LA LETRA ESCARLATA: NOVELA ESCRITA EN INGLÉS,"HAWTHORNE, NATHANIEL","{'Illegitimate children -- Fiction', 'Adultery -- Fiction', 'Women immigrants -- Fiction', 'Revenge -- Fiction', 'Boston (Mass.) -- History -- Colonial period, ca. 1600-1775 -- Fiction', 'Clergy -- Fiction', 'Married women -- Fiction', 'Triangles (Interpersonal relations) -- Fiction', 'Puritans -- Fiction', 'Historical fiction', 'Psychological fiction'}",FICTION
95,53330,DAFNIS Y CLOE; LEYENDAS DEL ANTIGUO ORIENTE (FRAGMENTOS),"VALERA, JUAN","{'Spanish literature', 'Daphnis (Greek mythology) -- Fiction'}",FICTION
96,68154,TIRANO BANDERAS: NOVELA DE TIERRA CALIENTE,"VALLE-INCLÁN, RAMÓN DEL","{'Imaginary revolutions -- Fiction', 'Imaginary societies -- Fiction', 'Dictators -- Fiction'}",FICTION
97,75382,PACHÍN GONZÁLEZ,"PEREDA, JOSÉ MARÍA DE","{'Cabo Machichaco (Barco) -- Fiction', 'Historical fiction', 'Spanish fiction -- 19th century', 'Santander (Spain) -- History -- 19th century -- Fiction'}",FICTION
98,54120,LA ISABELINA,"BAROJA, PÍO","{'Aviraneta e Ibargoyen, Eugenio de, 1792-1872 -- Fiction'}",FICTION
99,51858,LOS CONTRASTES DE LA VIDA,"BAROJA, PÍO","{'Aviraneta e Ibargoyen, Eugenio de, 1792-1872 -- Fiction'}",FICTION
100,67248,EL CLAVO,"ALARCÓN, PEDRO ANTONIO DE","{'Detective and mystery stories', 'Spanish fiction -- 19th century'}",FICTION
101,24925,AMAR ES VENCER,"CARO, PAULINE",{'French fiction -- Translations into Spanish'},FICTION
102,41106,"LA VOZ DE LA CONSEJA, T.2: SELECCIÓN DE LAS MEJORES NOVELAS BREVES Y CUENTOS DE LOS MÁS ESCLARECIDOS LITERATOS","ÁLVAREZ QUINTERO, JOAQUÍN",{'Spanish fiction'},FICTION
103,14308,EL PRÉSTAMO DE LA DIFUNTA,"BLASCO IBÁÑEZ, VICENTE",{'Fiction'},FICTION
104,75126,SAB (NOVELA ORIGINAL),"GÓMEZ DE AVELLANEDA, GERTRUDIS","{'Love stories', 'Slavery -- Fiction', 'Enslaved persons -- Fiction', 'Cuba -- Fiction', 'Sugar plantations -- Fiction'}",FICTION
105,30213,ALGO DE TODO,"VALERA, JUAN",{'Essays'},FICTION
106,15027,LA NOVELA PICARESCA,,"{'Picaresque literature, Spanish', 'Spanish fiction'}",FICTION
107,70868,MEMORIAS DE UN CORTESANO DE 1815,"PÉREZ GALDÓS, BENITO","{'Spain -- History -- Ferdinand VII, 1813-1833 -- Fiction'}",FICTION
108,62201,LOS LADRONES DE LONDRES,"DICKENS, CHARLES","{'Criminals -- Fiction', 'London (England) -- Fiction', 'Boys -- Fiction', 'Kidnapping victims -- Fiction', 'Bildungsromans', 'Orphans -- Fiction'}",FICTION
109,12848,LAS INQUIETUDES DE SHANTI ANDIA,"BAROJA, PÍO","{'Sea stories', 'Slave trade -- Fiction', 'Ship captains -- Fiction'}",FICTION
110,13507,CUENTOS DE AMOR DE LOCURA Y DE MUERTE,"QUIROGA, HORACIO","{'Short stories, Uruguayan', 'Uruguayan fiction'}",FICTION
111,45835,"LA ARAÑA NEGRA, T. 7/9","BLASCO IBÁÑEZ, VICENTE","{'Historical fiction', 'Jesuits -- Spain -- History -- 19th century -- Fiction', 'Spanish fiction -- 19th century'}",FICTION
112,22909,LA NOVELA DE UN JOVEN POBRE,"FEUILLET, OCTAVE",{'Young men -- France -- Fiction'},FICTION
113,49560,"MONJA Y CASADA, VÍRGEN Y MÁRTIR","RIVA PALACIO, VICENTE","{'Mexico -- History -- Spanish colony, 1540-1810 -- Fiction'}",FICTION
114,31724,LA GRAN ALDEA; COSTUMBRES BONAERENSES,"LÓPEZ, LUCIO VICENTE","{'Buenos Aires (Argentina) -- Social life and customs -- 19th century -- Fiction', 'Argentine fiction -- 19th century'}",FICTION
115,60464,EL ÁRBOL DE LA CIENCIA: NOVELA,"BAROJA, PÍO","{'Spain -- Fiction', 'Spanish fiction -- 20th century', 'Madrid (Spain) -- Fiction', 'Medical students -- Fiction', 'Physicians -- Fiction'}",FICTION
116,49836,NIEBLA (NIVOLA),"UNAMUNO, MIGUEL DE","{'Experimental fiction', 'Spanish fiction -- 20th century'}",FICTION
117,67415,GERONA,"PÉREZ GALDÓS, BENITO","{'Gerona (Spain) -- History -- Siege, 1808-1809 -- Fiction', 'Spain -- History -- Napoleonic Conquest, 1808-1813 -- Fiction'}",FICTION
118,61438,SÓNNICA LA CORTESANA: NOVELA,"BLASCO IBÁÑEZ, VICENTE","{'Sagunto (Spain) -- History -- Siege, 219-218 B.C. -- Fiction'}",FICTION
119,74029,LA DAMA DE LAS CAMELIAS; UNA FAMILIA CORSA,"DUMAS, ALEXANDRE","{'Brothers -- Fiction', 'Paris (France) -- Fiction', 'Courtesans -- Fiction', 'Love stories', 'Twins -- Fiction', 'Tuberculosis -- Patients -- Fiction', 'Vendetta -- Fiction', 'Corsica (France) -- Fiction', 'French fiction -- Translations into Spanish', 'Fathers and sons -- Fiction'}",FICTION
120,75133,EL CONDE DE CANDESPINA (1 DE 2) : $B NOVELA HISTÓRICA ORIGINAL,"ESCOSURA, PATRICIO DE LA",{'Historical fiction'},FICTION
121,46496,"CUENTOS CLÁSICOS DEL NORTE, SEGUNDA SERIE","IRVING, WASHINGTON",{'American literature -- Translations into Spanish'},FICTION
122,27100,HISTORIA DE UNA PARISIENSE,"FEUILLET, OCTAVE",{'Paris (France) -- Fiction'},FICTION
123,74041,EL LIBRO DE LAS MIL NOCHES Y UNA NOCHE; T. 6,ANONYMOUS,"{'Arabs -- Folklore', 'Tales -- Arab countries', 'Folklore -- Arab countries', 'Fairy tales', 'Fairy tales -- Arab countries'}",FICTION
124,43432,LA LUCHA POR LA VIDA: LA BUSCA,"BAROJA, PÍO",{'Spanish fiction -- 20th century'},FICTION
125,45834,"LA ARAÑA NEGRA, T. 6/9","BLASCO IBÁÑEZ, VICENTE","{'Historical fiction', 'Jesuits -- Spain -- History -- 19th century -- Fiction', 'Spanish fiction -- 19th century'}",FICTION
126,23600,LA GAVIOTA,"CABALLERO, FERNÁN","{'Women -- Spain -- Fiction', 'Spanish fiction -- 19th century'}",FICTION
127,16413,ARROZ Y TARTANA,"BLASCO IBÁÑEZ, VICENTE",{'Spanish fiction'},FICTION
128,43033,LA LUCHA POR LA VIDA: MALA HIERBA,"BAROJA, PÍO",{'Spanish fiction -- 20th century'},FICTION
129,45829,"LA ARAÑA NEGRA, T. 1/9","BLASCO IBÁÑEZ, VICENTE","{'Historical fiction', 'Jesuits -- Spain -- History -- 19th century -- Fiction', 'Spanish fiction -- 19th century'}",FICTION
130,29663,"TRES MUJERES: LA RECOMPENSA, PRUEBA DE UN ALMA, AMORES ROMÁNTICOS","PICÓN, JACINTO OCTAVIO",{'Spanish fiction'},FICTION
131,27738,HEATH'S MODERN LANGUAGE SERIES: JOSÉ,"PALACIO VALDÉS, ARMANDO",{'Spanish language -- Textbooks for foreign speakers -- English'},FICTION
132,69873,CUENTOS ILUSTRADOS,"FABRA, NILO MARÍA","{'Short stories, Spanish', 'Political fiction, Spanish', 'Spanish fiction -- 19th century'}",FICTION
133,57261,EL DOCTOR CENTENO (NOVELA COMPLETA),"PÉREZ GALDÓS, BENITO",{'Spanish fiction -- 19th century'},FICTION
134,39990,AÑOS DE JUVENTUD DEL DOCTOR ANGÉLICO,"PALACIO VALDÉS, ARMANDO",{'Spanish fiction'},FICTION
135,45830,"LA ARAÑA NEGRA, T. 2/9","BLASCO IBÁÑEZ, VICENTE","{'Historical fiction', 'Jesuits -- Spain -- History -- 19th century -- Fiction', 'Spanish fiction -- 19th century'}",FICTION
136,54430,LAS NOCHES MEJICANAS,"AIMARD, GUSTAVE",{'French fiction -- Translations into Spanish'},FICTION
137,50492,HISTORIA DE GIL BLAS DE SANTILLANA: NOVELA (VOL 1 DE 3),"LE SAGE, ALAIN RENÉ","{'Blas, Gil (Fictitious character) -- Fiction', 'Adventure and adventurers -- Fiction'}",FICTION
138,58298,"LA DAMA ERRANTE: LA RAZA, TOMO I","BAROJA, PÍO",{'Spanish fiction -- 20th century'},FICTION
139,49417,"LAS MÁSCARAS, VOL. 1/2","PÉREZ DE AYALA, RAMÓN",{'Drama -- History and criticism'},FICTION
140,45833,"LA ARAÑA NEGRA, T. 5/9","BLASCO IBÁÑEZ, VICENTE","{'Historical fiction', 'Jesuits -- Spain -- History -- 19th century -- Fiction', 'Spanish fiction -- 19th century'}",FICTION
141,17443,UN FACCIOSO MÁS Y ALGUNOS FRAILES MENOS,"PÉREZ GALDÓS, BENITO",{'Spain -- History -- 19th century -- Fiction'},FICTION
142,62952,EL CASAMIENTO DE LAUCHA,"PAYRÓ, ROBERTO JORGE",{'Argentine fiction -- 20th century'},FICTION
143,60137,UNA CRISTIANA,"PARDO BAZÁN, EMILIA, CONDESA DE",{'Spanish fiction -- 19th century'},FICTION
144,22092,PASARSE DE LISTO,"VALERA, JUAN",{'Fiction'},FICTION
145,60147,VIDA DEL ESCUDERO MARCOS DE OBREGÓN,"ESPINEL, VICENTE","{'Picaresque literature, Spanish', 'Spanish fiction -- Classical period, 1500-1700'}",FICTION
146,53743,EL MISTERIO DE UN HOMBRE PEQUEÑITO: NOVELA,"ZAMACOIS, EDUARDO",{'Spanish fiction'},FICTION
147,29640,GERMANA,"ABOUT, EDMOND",{'French fiction -- Translations into Spanish'},FICTION
148,320,VIDA DE LAZARILLO DE TORMES Y DE SUS FORTUNAS Y ADVERSIDADES,ANONYMOUS,"{'Spain -- Social conditions -- 16th century -- Fiction', 'Picaresque literature, Spanish', 'Spanish fiction'}",FICTION
149,26508,FIEBRE DE AMOR (DOMINIQUE),"FROMENTIN, EUGÈNE","{'Love stories', 'Friendship -- Fiction'}",FICTION
150,16082,ANGELINA: (NOVELA MEXICANA),"DELGADO, RAFAEL",{'Man-woman relationships -- Fiction'},FICTION
151,59244,SI YO FUERA RICO! NOVELA ORIGINAL,"LARRA, LUIS MARIANO DE",{'Spanish fiction -- 19th century'},FICTION
152,25640,LOS ARGONAUTAS,"BLASCO IBÁÑEZ, VICENTE",{'Spanish fiction'},FICTION
153,14995,LOS HOMBRES DE PRO,"PEREDA, JOSÉ MARÍA DE",{'Fiction'},FICTION
154,66514,CUENTOS VALENCIANOS,"BLASCO IBÁÑEZ, VICENTE","{'Short stories, Spanish', 'Spanish fiction -- 20th century', 'Valencia (Spain) -- Social life and customs -- Fiction'}",FICTION
155,54386,PARIS EN AMÉRICA,"LABOULAYE, ÉDOUARD","{'United States -- Social life and customs -- 1783-1865', 'United States -- Description and travel'}",FICTION
156,32315,"HISTORIA DE LA VIDA DEL BUSCÓN, LLAMADO DON PABLOS, EJEMPLO DE VAGABUNDOS Y ESPEJO DE TACAÑOS","QUEVEDO, FRANCISCO DE","{'Picaresque literature, Spanish', 'Spanish fiction -- Classical period, 1500-1700'}",FICTION
157,55514,CUENTOS DE AMOR,"PARDO BAZÁN, EMILIA, CONDESA DE","{'Short stories, Spanish', 'Romance fiction, Spanish'}",FICTION
158,15115,NOVELAS Y TEATRO,"CERVANTES SAAVEDRA, MIGUEL DE","{'Spanish fiction -- Classical period, 1500-1700', 'Spanish drama -- Classical period, 1500-1700'}",FICTION
159,12627,ESCENAS MONTAÑESAS,"PEREDA, JOSÉ MARÍA DE",{'Spanish literature'},FICTION
160,47784,SÍ SÉ POR QUÉ: NOVELA,"TRIGO, FELIPE",{'Spanish fiction -- 20th century'},FICTION
161,52597,INSOLACIÓN Y MORRIÑA (DOS HISTORIAS AMOROSAS),"PARDO BAZÁN, EMILIA, CONDESA DE","{'Romance fiction, Spanish', 'Spanish fiction -- 19th century'}",FICTION
162,60634,DIVERTIDAS AVENTURAS DEL NIETO DE JUAN MOREIRA,"PAYRÓ, ROBERTO JORGE",{'Argentine fiction -- 20th century'},FICTION
163,31613,EL SUPERHOMBRE Y OTRAS NOVEDADES,"VALERA, JUAN",{'Spanish literature'},FICTION
164,49149,AMOR Y PEDAGOGÍA,"UNAMUNO, MIGUEL DE","{'Stream of consciousness fiction', 'Spanish fiction', 'Psychological fiction'}",FICTION
165,58059,LA MADRE NATURALEZA (2ª PARTE DE LOS PAZOS DE ULLOA),"PARDO BAZÁN, EMILIA, CONDESA DE","{'Aristocracy (Social class) -- Spain -- Fiction', 'Love stories', 'Social classes -- Spain -- Fiction', 'Siblings -- Fiction', 'Clergy -- Spain -- Fiction', 'Galicia (Spain : Region) -- Fiction', 'Country life -- Spain -- Galicia (Region) -- Fiction', 'Incest -- Fiction'}",FICTION
166,45832,"LA ARAÑA NEGRA, T. 4/9","BLASCO IBÁÑEZ, VICENTE","{'Historical fiction', 'Jesuits -- Spain -- History -- 19th century -- Fiction', 'Spanish fiction -- 19th century'}",FICTION
167,65333,HALMA,"PÉREZ GALDÓS, BENITO","{'Christian communities -- Fiction', 'Priests -- Fiction', 'Spanish fiction -- 19th century'}",FICTION
168,26506,LÁZARO: CASI NOVELA,"PICÓN, JACINTO OCTAVIO",{'Spanish fiction -- 19th century'},FICTION
169,75613,CUENTOS DE FRAY MOCHO,"ALVAREZ, JOSÉ S. (JOSÉ SIXTO)","{'Argentine fiction -- 19th century', 'Short stories, Argentine'}",FICTION
170,28927,LA BODEGA,"BLASCO IBÁÑEZ, VICENTE","{'Jerez de la Frontera (Spain) -- History -- Fiction', 'Peasant uprisings -- Spain -- Jerez de la Frontera -- History -- Fiction'}",FICTION
171,71055,LA SEGUNDA CASACA,"PÉREZ GALDÓS, BENITO","{'Spain -- History -- Ferdinand VII, 1813-1833 -- Fiction'}",FICTION
172,29731,EL CAPITÁN VENENO: THE HISPANIC SERIES,"ALARCÓN, PEDRO ANTONIO DE",{'Fiction'},FICTION
173,47287,EL LIBRO DE LAS MIL NOCHES Y UNA NOCHE; T. 1,ANONYMOUS,"{'Arabs -- Folklore', 'Tales -- Arab countries', 'Folklore -- Arab countries', 'Fairy tales', 'Fairy tales -- Arab countries'}",FICTION
174,39113,LOS HERMANOS PLANTAGENET,"FERNÁNDEZ Y GONZÁLEZ, MANUEL",{'Historical fiction'},FICTION
175,25320,PATERNIDAD,"THEURIET, ANDRÉ",{'Fiction'},FICTION
176,70322,AMOR Y LLANTO : $B COLECCIÓN DE LEYENDAS HISTÓRICAS ORIGINALES,"SINUÉS DE MARCO, MARÍA DEL PILAR",{'Spanish fiction -- 19th century'},FICTION
177,73486,CORAZÓN : $B (DIARIO DE UN NIÑO),"DE AMICIS, EDMONDO","{'Family life -- Italy -- Juvenile fiction', 'Diaries -- Juvenile fiction', 'Italy -- Juvenile fiction'}",FICTION
178,29920,LA GLORIA DE DON RAMIRO: UNA VIDA EN TIEMPOS DE FELIPE SEGUNDO,"LARRETA, ENRIQUE","{'Spain -- History -- Philip II, 1556-1598 -- Fiction'}",FICTION
179,31464,LA DE BRINGAS,"PÉREZ GALDÓS, BENITO","{'Women -- Spain -- Fiction', 'Spain -- Social life and customs -- 19th century -- Fiction', 'Spanish fiction'}",FICTION
180,53798,RANCHOS (COSTUMBRES DEL CAMPO),"VIANA, JAVIER DE","{'Short stories, Uruguayan', 'Uruguayan fiction'}",FICTION
181,57264,EL DOCTOR CENTENO (TOMO II),"PÉREZ GALDÓS, BENITO",{'Spanish fiction -- 19th century'},FICTION
182,23236,MARE NOSTRUM,"BLASCO IBÁÑEZ, VICENTE",{'Spanish fiction'},FICTION
183,45836,"LA ARAÑA NEGRA, T. 8/9","BLASCO IBÁÑEZ, VICENTE","{'Historical fiction', 'Jesuits -- Spain -- History -- 19th century -- Fiction', 'Spanish fiction -- 19th century'}",FICTION
184,26078,EL DESEO,"SUDERMANN, HERMANN","{'Suicide -- Fiction', 'Love stories, German', 'Sisters -- Fiction'}",FICTION
185,52682,HISTORIA DE GIL BLAS DE SANTILLANA: NOVELA (VOL 2 DE 3),"LE SAGE, ALAIN RENÉ","{'Blas, Gil (Fictitious character) -- Fiction', 'Adventure and adventurers -- Fiction'}",FICTION
186,66626,ADÁN Y EVA EN EL PARAÍSO,"QUEIRÓS, EÇA DE","{'Short stories, Portuguese -- Translations into Spanish', 'Eve (Biblical figure) -- Fiction', 'Adam (Biblical figure) -- Fiction'}",FICTION
187,62691,EL CRITICÓN (TOMO 1 DE 2),"GRACIÁN Y MORALES, BALTASAR","{'Spanish fiction -- Classical period, 1500-1700'}",FICTION
188,61851,EL CRIMEN Y EL CASTIGO,"DOSTOYEVSKY, FYODOR","{'Detective and mystery stories', 'Saint Petersburg (Russia) -- Fiction', 'Crime -- Psychological aspects -- Fiction', 'Murder -- Fiction', 'Psychological fiction'}",FICTION
189,29799,LOS ESPECTROS: NOVELAS BREVES,"ANDREYEV, LEONID","{'Fiction', 'Short stories, Russian -- Translations into Spanish'}",FICTION
190,45945,ANTAÑO I OGAÑO: NOVELAS I CUENTOS DE LA VIDA HISPANO-AMERICANA,"LASTARRIA, JOSÉ VICTORINO",{'Chilean fiction'},FICTION
191,66591,"LA METAMORFOSIS, O, EL ASNO DE ORO",APULEIUS,"{'Latin fiction -- Translations into Spanish', 'Mythology, Classical -- Fiction', 'Metamorphosis -- Fiction'}",FICTION
192,31637,LA FE,"PALACIO VALDÉS, ARMANDO",{'Spanish fiction'},FICTION
193,62627,EL CASO EXTRAÑO DEL DOCTOR JEKYLL,"STEVENSON, ROBERT LOUIS","{'Horror tales', 'Self-experimentation in medicine -- Fiction', 'Multiple personality -- Fiction', 'London (England) -- Fiction', 'Science fiction', 'Physicians -- Fiction', 'Psychological fiction'}",FICTION
194,66285,SALAMBÓ,"FLAUBERT, GUSTAVE","{'Historical fiction', 'Carthage (Extinct city) -- History -- Fiction'}",FICTION
195,44584,LOS MONFÍES DE LAS ALPUJARRAS: NOVELA ORIGINAL,"FERNÁNDEZ Y GONZÁLEZ, MANUEL",{'Historical fiction'},FICTION
196,64439,TROTERAS Y DANZADERAS: NOVELA,"PÉREZ DE AYALA, RAMÓN",{'Spanish fiction -- 20th century'},FICTION
197,55215,CUANDO LA TIERRA ERA NIÑA,"HAWTHORNE, NATHANIEL","{'Mythology, Greek -- Juvenile literature', 'Mythology, Greek'}",FICTION
198,54228,EL BUEY SUELTO... CUADROS EDIFICANTES DE LA VIDA DE UN SOLTERÓN,"PEREDA, JOSÉ MARÍA DE","{'Bachelors -- Fiction', 'Spanish fiction -- 19th century'}",FICTION
199,14318,BELARMINO Y APOLONIO,"PÉREZ DE AYALA, RAMÓN","{'Shoemakers -- Fiction', 'Spain -- Fiction'}",FICTION
200,51721,DE CARNE Y HUESO; CUENTOS,"ZAMACOIS, EDUARDO","{'Short stories, Spanish', 'Spanish fiction'}",FICTION
201,37637,LOS MAJOS DE CÁDIZ,"PALACIO VALDÉS, ARMANDO",{'Spanish fiction'},FICTION
202,68452,LA PIEDRA ANGULAR: NOVELA,"PARDO BAZÁN, EMILIA, CONDESA DE","{'Executions and executioners -- Fiction', 'Nineteenth century -- Fiction', 'Spain -- Social conditions -- 19th century -- Fiction', 'Conduct of life -- Fiction', 'Capital punishment -- Moral and ethical aspects -- Fiction', 'Fathers and sons -- Fiction'}",FICTION
203,14307,RESEÑA VERIDICA DE LA REVOLUCIÓN FILIPINA,"AGUINALDO, EMILIO","{'Philippines -- History -- Revolution, 1896-1898', 'Philippines -- History -- Philippine American War, 1899-1902'}",HISTORY
204,40066,"PÁGINAS SEVILLANAS: SUCESOS HISTÓRICOS, PERSONAJES CÉLEBRES, MONUMENTOS NOTABLES, TRADICIONES POPULARES, CUENTOS VIEJOS, LEYENDAS Y CURIOSIDADES.","CHAVES REY, MANUEL","{'Seville (Spain) -- History', 'Seville (Spain) -- Social life and customs'}",HISTORY
205,50351,HISTORIA DE LAS INDIAS (VOL. 2 DE 5),"CASAS, BARTOLOMÉ DE LAS","{'America -- Discovery and exploration -- Spanish -- Early works to 1800', 'Columbus, Christopher, 1451-1506 -- Early works to 1800', 'Spain -- Colonies -- America -- Early works to 1800', 'Indians, Treatment of -- Latin America -- Early works to 1800'}",HISTORY
206,18289,DIARIO DE UN VIAGE A LA COSTA DE LA MAR MAGALLANICA,"LOZANO, PEDRO","{'Patagonia (Argentina and Chile) -- Description and travel', 'Argentina -- Discovery and exploration'}",HISTORY
207,23617,"MEMORIA HISTÓRICA, GEOGRÁFICA, POLÍTICA Y ÉCONÓMICA SOBRE LA PROVINCIA DE MISIONES DE INDIOS GUARANÍS","DOBLAS, GONZALO DE","{'Guarani Indians', 'Paraguay -- History -- To 1811', 'Jesuits -- Paraguay'}",HISTORY
208,62870,"HISTORIA DE AMÉRICA DESDE SUS TIEMPOS MÁS REMOTOS HASTA NUESTROS DÍAS, TOMO II","ORTEGA RUBIO, JUAN",{'America -- History'},HISTORY
209,58713,MÉXICO TAL CUAL ES,"FORNARO, CARLO DE","{'Díaz, Porfirio, 1830-1915', 'Mexico -- Politics and government -- 1867-1910'}",HISTORY
210,48940,LUCRECIA BORJA: ESTUDIO HISTÓRICO,"VILLA-URRUTIA, W. R. DE","{'Italy -- History -- 1492-1559', 'Borgia, Lucrezia, 1480-1519'}",HISTORY
211,21282,TRADICIONES PERUANAS,"PALMA, RICARDO","{'Legends -- Peru', 'Peru -- History'}",HISTORY
212,53185,"COLECCIÓN DE DOCUMENTOS INÉDITOS RELATIVOS AL DESCUBRIMIENTO, CONQUISTA Y ORGANIZACIÓN DE LAS ANTIGUAS POSESIONES ESPAÑOLAS DE ULTRAMAR. TOMO 3, DE LAS ISLAS FILIPINAS, II",,"{'Philippines -- Discovery and exploration -- Spanish', 'Philippines -- History -- Sources', 'Spain -- Colonies'}",HISTORY
213,40420,LA VOZ DE ESPAÑA CONTRA TODOS SUS ENEMIGOS,"AVILÉS, JOSÉ MARÍA","{'Cuban question', 'Spanish-American War, 1898', 'Spain -- Social conditions'}",HISTORY
214,2367,LOS BOMBARDEOS ATOMICOS DE HIROSHIMA Y NAGASAKI,UNITED STATES. ARMY. CORPS OF ENGINEERS. MANHATTAN DISTRICT,"{'Atomic bomb -- Physiological effect', 'Nagasaki-shi (Japan) -- History -- Bombardment, 1945', 'Hiroshima-shi (Japan) -- History -- Bombardment, 1945', 'Atomic bomb -- Blast effect'}",HISTORY
215,73089,PREHISTORIA DE PUERTO-RICO,"COLL Y TOSTE, CAYETANO","{'Indians of the West Indies -- Puerto Rico', 'Puerto Rico -- Antiquities'}",HISTORY
216,56219,I. ORIGEN DE LOS INDIOS DE AMÉRICA. II. ORIGEN Y CIVILIZACIONES DE LOS INDÍGENAS DEL PERÚ.,"PRINCE, CARLOS","{'Indians -- Origin', 'Indians of South America -- Peru', 'Peru -- Antiquities'}",HISTORY
217,30892,DE LAS ISLAS FILIPINAS,"ALVAREZ Y TEJERO, LUIS PRUDENCIO",{'Philippines -- Description and travel'},HISTORY
218,64668,EL IMPERIO JESUÍTICO,"LUGONES, LEOPOLDO","{'Indians of South America -- Missions -- Paraguay', 'Jesuits -- Missions -- Paraguay', 'Paraguay -- History -- To 1811', 'Guarani Indians -- Missions'}",HISTORY
219,57675,"COLECCIÓN DE DOCUMENTOS INÉDITOS RELATIVOS AL DESCUBRIMIENTO, CONQUISTA Y ORGANIZACIÓN DE LAS ANTIGUAS POSESIONES ESPAÑOLAS DE ULTRAMAR. TOMO 7, DE LOS PLEITOS DE COLÓN, I",,"{'Spain -- Colonies', 'Latin America -- History -- Sources', 'America -- Discovery and exploration -- Spanish'}",HISTORY
220,65024,LOS CONQUISTADORES: EL ORIGEN HERÓICO DE AMÉRICA,"SALAVERRÍA, JOSÉ MARÍA","{'America -- Discovery and exploration', 'Latin America -- History'}",HISTORY
