,id_limpio,title,author,genre,subjects,genre_1,genre_2,genre_3
11,33406,HEATH'S MODERN LANGUAGE SERIES: SPANISH SHORT STORIES,,FOREIGN LANGUAGE STUDY / Spanish,"{'Spanish language -- Readers', 'Spanish language -- Textbooks for foreign speakers -- English'}",FOREIGN LANGUAGE STUDY,SPANISH,OTHERS
12,36805,SPANISH TALES FOR BEGINNERS,,FOREIGN LANGUAGE STUDY / Spanish,{'Spanish language -- Readers'},FOREIGN LANGUAGE STUDY,SPANISH,OTHERS
13,42065,PROCESO DEL DR. JOSÉ RIZAL MERCADO Y ALONSO,,	BIOGRAPHY & AUTOBIOGRAPHY / Historical,"{'Rizal, José, 1861-1896', 'Trials (Political crimes and offenses) -- Philippines'}",BIOGRAPHY & AUTOBIOGRAPHY,HISTORICAL,BIOGRAPHY & AUTOBIOGRAPHY
14,43950,CINCUENTA Y CUATRO CANCIONES ESPAÑOLAS DEL SIGLO XVI: CANCIONERO DE UPPSALA,,	MUSIC / Genres & Styles,"{'Folk songs, Spanish', 'Villancicos (Music)', 'Ballads, Spanish'}",MUSIC,GENRES & STYLES,OTHERS
15,49914,CANCIONERO DE LOPE DE STÚÑIGA: CÓDICE DEL SIGLO XV.,,MUSIC / Genres & Styles,{'Spanish poetry -- To 1500'},MUSIC,GENRES & STYLES,OTHERS
16,50437,"COLECCIÓN DE DOCUMENTOS INÉDITOS RELATIVOS AL DESCUBRIMIENTO, CONQUISTA Y ORGANIZACIÓN DE LAS ANTIGUAS POSESIONES ESPAÑOLAS DE ULTRAMAR. TOMO 2, DE LAS ISLAS FILIPINAS, I",,HISTORY / Latin America,"{'Philippines -- Discovery and exploration -- Spanish', 'Philippines -- History -- Sources', 'Spain -- Colonies'}",HISTORY,LATIN AMERICA,HISTORY
17,53185,"COLECCIÓN DE DOCUMENTOS INÉDITOS RELATIVOS AL DESCUBRIMIENTO, CONQUISTA Y ORGANIZACIÓN DE LAS ANTIGUAS POSESIONES ESPAÑOLAS DE ULTRAMAR. TOMO 3, DE LAS ISLAS FILIPINAS, II",,HISTORY / Latin America,"{'Philippines -- Discovery and exploration -- Spanish', 'Philippines -- History -- Sources', 'Spain -- Colonies'}",HISTORY,LATIN AMERICA,HISTORY
18,53421,"DOCUMENTOS PARA LA HISTORIA DEL VIRREINATO DEL RIO DE LA PLATA, TOMO 1",,HISTORY / Latin America,{'Argentina -- History -- 1776-1810 -- Sources'},HISTORY,LATIN AMERICA,HISTORY
19,53837,ANTOLOGÍA DE PROSISTAS CASTELLANOS,,	LITERARY COLLECTIONS / Essays,{'Spanish prose literature'},LITERARY COLLECTIONS,ESSAYS,LITERARY COLLECTIONS
20,56051,"COLECCIÓN DE DOCUMENTOS INÉDITOS RELATIVOS AL DESCUBRIMIENTO, CONQUISTA Y ORGANIZACIÓN DE LAS ANTIGUAS POSESIONES ESPAÑOLAS DE ULTRAMAR. TOMO 1, ISLA DE CUBA",,HISTORY / Latin America,"{'Spain -- Colonies', 'Latin America -- History -- Sources', 'America -- Discovery and exploration -- Spanish'}",HISTORY,LATIN AMERICA,HISTORY
21,56452,"COLECCIÓN DE DOCUMENTOS INÉDITOS RELATIVOS AL DESCUBRIMIENTO, CONQUISTA Y ORGANIZACIÓN DE LAS ANTIGUAS POSESIONES ESPAÑOLAS DE ULTRAMAR. TOMO 5, DE LOS DOCUMENTOS LEGISLATIVOS, I",,HISTORY / Latin America,"{'Spain -- Colonies', 'Latin America -- History -- Sources', 'America -- Discovery and exploration -- Spanish'}",HISTORY,LATIN AMERICA,HISTORY
22,56624,"COLECCIÓN DE DOCUMENTOS INÉDITOS RELATIVOS AL DESCUBRIMIENTO, CONQUISTA Y ORGANIZACIÓN DE LAS ANTIGUAS POSESIONES ESPAÑOLAS DE ULTRAMAR. TOMO 4, DE LA ISLA DE CUBA, II",,HISTORY / Latin America,"{'Spain -- Colonies', 'Latin America -- History -- Sources', 'America -- Discovery and exploration -- Spanish'}",HISTORY,LATIN AMERICA,HISTORY
23,57388,"COLECCIÓN DE DOCUMENTOS INÉDITOS RELATIVOS AL DESCUBRIMIENTO, CONQUISTA Y ORGANIZACIÓN DE LAS ANTIGUAS POSESIONES ESPAÑOLAS DE ULTRAMAR. TOMO 6, DE LA ISLA DE CUBA, III",,HISTORY / Latin America,"{'Spain -- Colonies', 'Latin America -- History -- Sources', 'America -- Discovery and exploration -- Spanish'}",HISTORY,LATIN AMERICA,HISTORY
24,57675,"COLECCIÓN DE DOCUMENTOS INÉDITOS RELATIVOS AL DESCUBRIMIENTO, CONQUISTA Y ORGANIZACIÓN DE LAS ANTIGUAS POSESIONES ESPAÑOLAS DE ULTRAMAR. TOMO 7, DE LOS PLEITOS DE COLÓN, I",,HISTORY / Latin America,"{'Spain -- Colonies', 'Latin America -- History -- Sources', 'America -- Discovery and exploration -- Spanish'}",HISTORY,LATIN AMERICA,HISTORY
25,58077,"COLECCIÓN DE DOCUMENTOS INÉDITOS RELATIVOS AL DESCUBRIMIENTO, CONQUISTA Y ORGANIZACIÓN DE LAS ANTIGUAS POSESIONES ESPAÑOLAS DE ULTRAMAR. TOMO 8, DE LOS PLEITOS DE COLÓN, II",,HISTORY / Latin America,"{'Spain -- Colonies', 'Latin America -- History -- Sources', 'America -- Discovery and exploration -- Spanish'}",HISTORY,LATIN AMERICA,HISTORY
26,5877,"REINA VALERA NEW TESTAMENT OF THE BIBLE 1602, BOOK OF MATTHEW",,RELIGION / Biblical Studies,{'Bible. New Testament'},RELIGION,BIBLICAL STUDIES,RELIGION
27,5878,REINA VALERA NEW TESTAMENT OF THE BIBLE 1858,,RELIGION / Biblical Studies,{'Bible. New Testament'},RELIGION,BIBLICAL STUDIES,RELIGION
28,5879,REINA VALERA NEW TESTAMENT OF THE BIBLE 1862,,RELIGION / Biblical Studies,{'Bible. New Testament'},RELIGION,BIBLICAL STUDIES,RELIGION
29,5880,REINA VALERA NEW TESTAMENT OF THE BIBLE 1865,,RELIGION / Biblical Studies,{'Bible. New Testament'},RELIGION,BIBLICAL STUDIES,RELIGION
30,5881,REINA VALERA NEW TESTAMENT OF THE BIBLE 1909,,RELIGION / Biblical Studies,{'Bible. New Testament'},RELIGION,BIBLICAL STUDIES,RELIGION
31,60971,"COLECCIÓN DE DOCUMENTOS INÉDITOS RELATIVOS AL DESCUBRIMIENTO, CONQUISTA Y ORGANIZACIÓN DE LAS ANTIGUAS POSESIONES ESPAÑOLAS DE ULTRAMAR. TOMO 9, DE LOS DOCUMENTOS LEGISLATIVOS, II",,HISTORY / Latin America,"{'Spain -- Colonies', 'Latin America -- History -- Sources', 'America -- Discovery and exploration -- Spanish'}",HISTORY,LATIN AMERICA,HISTORY
32,62711,NATURALEZA DE LAS COSAS: VERSIÓN EN PROSA DEL POEMA «DE RERUM NATURA»,,PHILOSOPHY / History & Surveys,"{'Didactic poetry, Latin -- Adaptations', 'Philosophy, Ancient'}",PHILOSOPHY,HISTORY & SURVEYS,PHILOSOPHY
33,64058,FÁBULAS Y CUENTOS EN VERSO: SELECCIÓN,,POETRY / Anthologies (multiple authors),"{'Fables, Spanish'}",POETRY,ANTHOLOGIES (MULTIPLE AUTHORS),POETRY
34,65685,LIBROS DE CABALLERÍAS: SELECCIÓN,,FICTION / Literary,"{'Spanish fiction -- Classical period, 1500-1700'}",FICTION,LITERARY,FICTION LITERARY
35,65880,LAS CIEN MEJORES POESÍAS (LÍ­RICAS) DE LA LENGUA CASTELLANA,,POETRY / European,{'Spanish poetry'},POETRY,EUROPEAN,POETRY
36,66554,"COLECCIÓN DE DOCUMENTOS INÉDITOS RELATIVOS AL DESCUBRIMIENTO, CONQUISTA Y ORGANIZACIÓN DE LAS ANTIGUAS POSESIONES ESPAÑOLAS DE ULTRAMAR. TOMO 10, DE LOS DOCUMENTOS LEGISLATIVOS, III",,HISTORY / Latin America,"{'Spain -- Colonies -- Administration -- History -- Sources', 'Spain -- Colonies'}",HISTORY,LATIN AMERICA,HISTORY
37,67408,"LA VERBENA DE LA PALOMA; O, EL BOTICARIO Y LAS CHULAPAS Y CELOS MAL REPRIMIDOS",,DRAMA / European,{'Zarzuelas -- Librettos'},DRAMA,EUROPEAN,DRAMA
38,26404,LA NARIZ DE UN NOTARIO,"ABOUT, EDMOND",FICTION / Satire,{'French fiction -- Translations into Spanish'},FICTION,SATIRE,FICTION SATIRE
39,29640,GERMANA,"ABOUT, EDMOND",FICTION / Historical,{'French fiction -- Translations into Spanish'},FICTION,HISTORICAL,FICTION HISTORICAL
40,50430,HISTORIA NATURAL Y MORAL DE LAS INDIAS (VOL. 2 OF 2),"ACOSTA, JOSÉ DE",HISTORY / Americas (Pre-Columbian),"{'Natural history -- America', 'Indians of South America -- Early works to 1800', 'Acosta, José de, 1540-1600 -- Travel -- America', 'Indians of Mexico -- Early works to 1800', 'America -- Early accounts to 1600', 'America -- Description and travel'}",HISTORY,AMERICAS (PRE-COLUMBIAN),HISTORY
41,70219,HISTORIA NATURAL Y MORAL DE LAS INDIAS (VOL. 1 OF 2),"ACOSTA, JOSÉ DE",HISTORY / Americas (Pre-Columbian),"{'Natural history -- America', 'Indians of South America -- Early works to 1800', 'Acosta, José de, 1540-1600 -- Travel -- America', 'Indians of Mexico -- Early works to 1800', 'America -- Early accounts to 1600', 'America -- Description and travel'}",HISTORY,AMERICAS (PRE-COLUMBIAN),HISTORY
42,61415,MÍSTICAS; POESÍAS,"ADLER, MARÍA RAQUEL",POETRY / Religious,{'Argentine poetry'},POETRY,RELIGIOUS,POETRY
43,66023,TRAGEDIAS,AESCHYLUS,DRAMA / Ancient & Classical,"{'Mythology, Greek -- Drama', 'Aeschylus -- Translations into Spanish'}",DRAMA,ANCIENT & CLASSICAL,DRAMA
44,39947,"HISTORIA DE VENEZUELA, TOMO I","AGUADO, PEDRO DE, ACTIVE 16TH CENTURY",HISTORY / Latin America,"{'Venezuela -- History -- 1556-1810', 'Venezuela -- History -- To 1556'}",HISTORY,LATIN AMERICA,HISTORY
45,39948,"HISTORIA DE VENEZUELA, TOMO II","AGUADO, PEDRO DE, ACTIVE 16TH CENTURY",HISTORY / Latin America,"{'Venezuela -- History -- 1556-1810', 'Venezuela -- History -- To 1556'}",HISTORY,LATIN AMERICA,HISTORY
46,14307,RESEÑA VERIDICA DE LA REVOLUCIÓN FILIPINA,"AGUINALDO, EMILIO",HISTORY / Asia,"{'Philippines -- History -- Revolution, 1896-1898', 'Philippines -- History -- Philippine American War, 1899-1902'}",HISTORY,ASIA,HISTORY
47,46279,LOS MERODEADORES DE FRONTERAS,"AIMARD, GUSTAVE",FICTION / Westerns,"{'Texas -- History -- To 1846 -- Fiction', 'Western stories'}",FICTION,WESTERNS,FICTION OTHERS
48,54430,LAS NOCHES MEJICANAS,"AIMARD, GUSTAVE",FICTION / Short Stories (single author),{'French fiction -- Translations into Spanish'},FICTION,SHORT STORIES (SINGLE AUTHOR),FICTION SHORT STORIES (SINGLE AUTHOR)
49,26314,VIAJES POR ESPAÑA,"ALARCÓN, PEDRO ANTONIO DE",TRAVEL / Europe,"{'Spain -- Description and travel', 'Spain -- Social life and customs -- 19th century'}",TRAVEL,EUROPE,TRAVEL
50,29506,EL SOMBRERO DE TRES PICOS: HISTORIA VERDADERA DE UN SUCEDIDO QUE ANDA EN ROMANCES ESCRITA AHORA TAL Y COMO PASÓ,"ALARCÓN, PEDRO ANTONIO DE",FICTION / Classics,"{'Andalusia (Spain) -- Fiction', 'Husband and wife -- Fiction', 'Spanish fiction'}",FICTION,CLASSICS,FICTION CLASSICS
51,29731,EL CAPITÁN VENENO: THE HISPANIC SERIES,"ALARCÓN, PEDRO ANTONIO DE",FICTION / Historical,{'Fiction'},FICTION,HISTORICAL,FICTION HISTORICAL
52,59154,EL NIÑO DE LA BOLA: NOVELA,"ALARCÓN, PEDRO ANTONIO DE",FICTION / Coming of Age,{'Spanish fiction -- 19th century'},FICTION,COMING OF AGE,FICTION OTHERS
53,61244,COSAS QUE FUERON: CUADROS DE COSTUMBRES,"ALARCÓN, PEDRO ANTONIO DE",LITERARY COLLECTIONS / General,"{'Short stories, Spanish', 'Madrid (Spain) -- Social life and customs -- Fiction'}",LITERARY COLLECTIONS,GENERAL,LITERARY COLLECTIONS
54,67248,EL CLAVO,"ALARCÓN, PEDRO ANTONIO DE",FICTION / Short Stories (single author),"{'Detective and mystery stories', 'Spanish fiction -- 19th century'}",FICTION,SHORT STORIES (SINGLE AUTHOR),FICTION SHORT STORIES (SINGLE AUTHOR)
55,17073,LA REGENTA,"ALAS, LEOPOLDO",FICTION / Classics,"{'Married people -- Spain -- Fiction', 'Spain -- Social life and customs -- Fiction'}",FICTION,CLASSICS,FICTION CLASSICS
56,17341,SU ÚNICO HIJO,"ALAS, LEOPOLDO",FICTION / Classics,{'Fiction'},FICTION,CLASSICS,FICTION CLASSICS
57,62361,EL SEÑOR Y LOS DEMÁS SON CUENTOS,"ALAS, LEOPOLDO",FICTION / Short Stories (single author),"{'Short stories, Spanish', 'Spanish fiction -- 19th century'}",FICTION,SHORT STORIES (SINGLE AUTHOR),FICTION SHORT STORIES (SINGLE AUTHOR)
58,64589,DOCTOR SUTILIS (CUENTOS),"ALAS, LEOPOLDO",FICTION / Short Stories (single author),"{'Short stories, Spanish', 'Spanish fiction'}",FICTION,SHORT STORIES (SINGLE AUTHOR),FICTION SHORT STORIES (SINGLE AUTHOR)
59,63823,NUEVAS POESÍAS Y EVANGÉLICAS: CON UN ESTUDIO DEL DR. ALFREDO PALACIOS,ALMAFUERTE,POETRY / Religious,"{'Argentine poetry', 'Argentine literature'}",POETRY,RELIGIOUS,POETRY
60,71131,EL GÍBARO : $B CUADRO DE COSTUMBRES DE LA ISLA DE PUERTO RICO,"ALONSO, MANUEL A. (MANUEL ANTONIO)",LITERARY COLLECTIONS / Essays,{'Puerto Rico -- Social life and customs'},LITERARY COLLECTIONS,ESSAYS,LITERARY COLLECTIONS
61,10825,LA NAVIDAD EN LAS MONTAÑAS,"ALTAMIRANO, IGNACIO MANUEL",FICTION / Historical,{'Christmas stories'},FICTION,HISTORICAL,FICTION HISTORICAL
62,12274,VIAJES POR FILIPINAS: DE MANILA Á MARIANAS,"ALVAREZ GUERRA, JUAN",TRAVEL / Asia,{'Philippines -- Description and travel'},TRAVEL,ASIA,TRAVEL
63,12275,VIAJES POR FILIPINAS: DE MANILA Á ALBAY,"ALVAREZ GUERRA, JUAN",TRAVEL / Asia,{'Philippines -- Description and travel'},TRAVEL,ASIA,TRAVEL
64,12276,VIAJES POR FILIPINAS: DE MANILA Á TAYABAS,"ALVAREZ GUERRA, JUAN",TRAVEL / Asia,{'Philippines -- Description and travel'},TRAVEL,ASIA,TRAVEL
65,41106,"LA VOZ DE LA CONSEJA, T.2: SELECCIÓN DE LAS MEJORES NOVELAS BREVES Y CUENTOS DE LOS MÁS ESCLARECIDOS LITERATOS","ÁLVAREZ QUINTERO, JOAQUÍN",FICTION / Anthologies,{'Spanish fiction'},FICTION,ANTHOLOGIES,FICTION OTHERS
66,30892,DE LAS ISLAS FILIPINAS,"ALVAREZ Y TEJERO, LUIS PRUDENCIO",HISTORY / Asia,{'Philippines -- Description and travel'},HISTORY,ASIA,HISTORY
67,26947,LA TRANSFORMACIÓN DE LAS RAZAS EN AMÉRICA,"ALVAREZ, AGUSTÍN",SOCIAL SCIENCE / Anthropology,"{'Latin America -- Civilization', 'America -- Civilization'}",SOCIAL SCIENCE,ANTHROPOLOGY,SOCIAL SCIENCE
68,19543,MEMORIAS DE UN VIGILANTE,"ALVAREZ, JOSÉ S. (JOSÉ SIXTO)",LITERARY COLLECTIONS / Essays,"{'Crime -- Argentina -- Buenos Aires', 'Criminals -- Argentina -- Buenos Aires'}",LITERARY COLLECTIONS,ESSAYS,LITERARY COLLECTIONS
69,75613,CUENTOS DE FRAY MOCHO,"ALVAREZ, JOSÉ S. (JOSÉ SIXTO)",FICTION / Short Stories (single author),"{'Argentine fiction -- 19th century', 'Short stories, Argentine'}",FICTION,SHORT STORIES (SINGLE AUTHOR),FICTION SHORT STORIES (SINGLE AUTHOR)
70,29799,LOS ESPECTROS: NOVELAS BREVES,"ANDREYEV, LEONID",FICTION / Literary,"{'Fiction', 'Short stories, Russian -- Translations into Spanish'}",FICTION,LITERARY,FICTION LITERARY
71,10293,"RELACIÓN HISTORICA DE LOS SUCESOS DE LA REBELIÓN DE JOSÉ GABRIEL TUPAC-AMARU EN LAS PROVINCIAS DEL PERU, EL AÑO DE 1780",ANONYMOUS,HISTORY / Latin America,"{'Peru -- History -- Insurrection of Tupac Amaru, 1780-1781'}",HISTORY,LATIN AMERICA,HISTORY
72,19643,ACTAS CAPITULARES DESDE EL 21 HASTA EL 25 DE MAYO DE 1810 EN BUENOS AIRES,ANONYMOUS,HISTORY / Latin America,"{'Argentina -- History -- War of Independence, 1810-1817'}",HISTORY,LATIN AMERICA,HISTORY
73,20099,"HISTORIA DE LA CÉLEBRE REINA DE ESPAÑA DOÑA JUANA, LLAMADA VULGARMENTE, LA LOCA",ANONYMOUS,HISTORY / Europe,"{'Juana, la Loca, Queen of Castile, 1479-1555', 'Queens -- Spain -- Castile -- Biography'}",HISTORY,EUROPE,HISTORY
74,320,VIDA DE LAZARILLO DE TORMES Y DE SUS FORTUNAS Y ADVERSIDADES,ANONYMOUS,FICTION / Classics,"{'Spain -- Social conditions -- 16th century -- Fiction', 'Picaresque literature, Spanish', 'Spanish fiction'}",FICTION,CLASSICS,FICTION CLASSICS
75,41884,LA SITUACION DE PUERTO-RICO: LAS FALACIAS DE LOS CONSERVADORES Y LOS COMPROMISOS DEL PARTIDO RADICAL,ANONYMOUS,POLITICAL SCIENCE / Colonialism & Post-Colonialism,"{'Slavery -- Puerto Rico', 'Puerto Rico -- Politics and government -- To 1898'}",POLITICAL SCIENCE,COLONIALISM & POST-COLONIALISM,POLITICAL SCIENCE
76,43276,"ALMACEN DE RECETAS ESCOGIDAS Y PROBADAS: Ó SEA TRATADO DE JARABES, AGUAS DESTILADAS, LICORES POR DESTILACIÓN, VINOS POR IMITACIÓN Y HELADOS",ANONYMOUS,COOKING / Beverages,"{'Liquors', 'Formulas, recipes, etc.', 'Syrups', 'Ice cream, ices, etc.'}",COOKING,BEVERAGES,OTHERS
77,45770,COCINA MODERNA,ANONYMOUS,COOKING / Regional & Ethnic,{'Cooking'},COOKING,REGIONAL & ETHNIC,OTHERS
78,47287,EL LIBRO DE LAS MIL NOCHES Y UNA NOCHE; T. 1,ANONYMOUS,"FICTION / Fairy Tales, Folk Tales, Legends & Mythology","{'Arabs -- Folklore', 'Tales -- Arab countries', 'Folklore -- Arab countries', 'Fairy tales', 'Fairy tales -- Arab countries'}",FICTION,"FAIRY TALES, FOLK TALES, LEGENDS & MYTHOLOGY",FICTION OTHERS
79,47631,EL LIBRO DE LAS MIL NOCHES Y UNA NOCHE; T. 2,ANONYMOUS,"FICTION / Fairy Tales, Folk Tales, Legends & Mythology","{'Arabs -- Folklore', 'Tales -- Arab countries', 'Folklore -- Arab countries', 'Fairy tales', 'Fairy tales -- Arab countries'}",FICTION,"FAIRY TALES, FOLK TALES, LEGENDS & MYTHOLOGY",FICTION OTHERS
80,48903,EL LIBRO DE LAS MIL NOCHES Y UNA NOCHE; T. 3,ANONYMOUS,"FICTION / Fairy Tales, Folk Tales, Legends & Mythology","{'Arabs -- Folklore', 'Tales -- Arab countries', 'Folklore -- Arab countries', 'Fairy tales', 'Fairy tales -- Arab countries'}",FICTION,"FAIRY TALES, FOLK TALES, LEGENDS & MYTHOLOGY",FICTION OTHERS
81,57648,ROMANCERO SELECTO DEL CID,ANONYMOUS,POETRY / European,"{'Ballads, Spanish', 'Cid, approximately 1043-1099 -- Romances'}",POETRY,EUROPEAN,POETRY
82,74041,EL LIBRO DE LAS MIL NOCHES Y UNA NOCHE; T. 6,ANONYMOUS,"FICTION / Fairy Tales, Folk Tales, Legends & Mythology","{'Arabs -- Folklore', 'Tales -- Arab countries', 'Folklore -- Arab countries', 'Fairy tales', 'Fairy tales -- Arab countries'}",FICTION,"FAIRY TALES, FOLK TALES, LEGENDS & MYTHOLOGY",FICTION OTHERS
83,74065,EL LIBRO DE LAS MIL NOCHES Y UNA NOCHE; T. 7,ANONYMOUS,"FICTION / Fairy Tales, Folk Tales, Legends & Mythology","{'Arabs -- Folklore', 'Tales -- Arab countries', 'Folklore -- Arab countries', 'Fairy tales', 'Fairy tales -- Arab countries'}",FICTION,"FAIRY TALES, FOLK TALES, LEGENDS & MYTHOLOGY",FICTION OTHERS
84,66591,"LA METAMORFOSIS, O, EL ASNO DE ORO",APULEIUS,FICTION / Classics,"{'Latin fiction -- Translations into Spanish', 'Mythology, Classical -- Fiction', 'Metamorphosis -- Fiction'}",FICTION,CLASSICS,FICTION CLASSICS
85,71339,ESPAÑA Y LOS ESTADOS UNIDOS DE NORTE AMÉRICA : $B A PROPÓSITO DE LA GUERRA,"ARAGÓN, AGUSTÍN",HISTORY / Military,"{'Spanish-American War, 1898 -- Foreign public opinion'}",HISTORY,MILITARY,HISTORY
86,52502,LA IGUALDAD SOCIAL Y POLÍTICA Y SUS RELACIONES CON LA LIBERTAD,"ARENAL DE GARCÍA CARRASCO, CONCEPCIÓN",SOCIAL SCIENCE / Social Classes,{'Equality'},SOCIAL SCIENCE,SOCIAL CLASSES,SOCIAL SCIENCE
87,38885,"TRATADO DE PAZ, AMISTAD, COMERCIO Y NAVEGACION ENTRE LA CONFEDERACIÓN ARGENTINA Y LA REPÚBLICA DEL PARAGUAY",ARGENTINA,HISTORY / Latin America,"{'Argentina -- Foreign relations -- Paraguay -- Sources', 'Paraguay -- Foreign relations -- Argentina -- Sources'}",HISTORY,LATIN AMERICA,HISTORY
88,28967,"DIARIO DE LA EXPEDICION REDUCCIONAL DEL ANO 1780, MANDADA PRACTICAR POR ORDEN DEL VIREY DE BUENOS AIRES","ARIAS, FRANCISCO GAVINO DE",HISTORY / Latin America,"{'Gran Chaco', 'Argentina -- Discovery and exploration', 'Jesuits -- Argentina', 'Gran Chaco -- Bibliography'}",HISTORY,LATIN AMERICA,HISTORY
89,46201,"ORLANDO FURIOSO, TOMO I","ARIOSTO, LODOVICO",POETRY / European,{'Roland (Legendary character) -- Romances'},POETRY,EUROPEAN,POETRY
90,49063,"ORLANDO FURIOSO, TOMO II","ARIOSTO, LODOVICO",POETRY / European,{'Roland (Legendary character) -- Romances'},POETRY,EUROPEAN,POETRY
91,68443,"COMEDIAS, TOMO 1 DE 3 : $B LOS ACARNIENSES, LOS CABALLEROS, LAS NUBES",ARISTOPHANES,DRAMA / Ancient & Classical,"{'Athens (Greece) -- Drama', 'Greek drama (Comedy) -- Translations into Spanish', 'Aristophanes -- Translations into Spanish'}",DRAMA,ANCIENT & CLASSICAL,DRAMA
92,69799,"COMEDIAS, TOMO 2 DE 3 : $B LAS AVISPAS, LA PAZ, LAS AVES, LISÍSTRATA",ARISTOPHANES,DRAMA / Ancient & Classical,"{'Athens (Greece) -- Drama', 'Greek drama (Comedy) -- Translations into Spanish', 'Aristophanes -- Translations into Spanish'}",DRAMA,ANCIENT & CLASSICAL,DRAMA
93,70542,"COMEDIAS, TOMO 3 DE 3 : $B LAS FIESTAS DE CERES, LAS RANAS, LAS JUNTERAS, PLUTO",ARISTOPHANES,DRAMA / Ancient & Classical,"{'Athens (Greece) -- Drama', 'Greek drama (Comedy) -- Translations into Spanish', 'Aristophanes -- Translations into Spanish'}",DRAMA,ANCIENT & CLASSICAL,DRAMA
94,53947,LA SEÑORITA DE TREVELEZ: FARSA CÓMICA EN TRES ACTOS,"ARNICHES Y BARRERA, CARLOS",DRAMA / European,"{'Spanish drama', 'Comedy plays'}",DRAMA,EUROPEAN,DRAMA
95,63019,SAINETES,"ARNICHES Y BARRERA, CARLOS",DRAMA / European,"{'Burlesque (Literature)', 'Spanish drama -- 20th century', 'Sainetes', 'Spanish drama (Comedy)'}",DRAMA,EUROPEAN,DRAMA
96,67638,"LOS CACIQUES: FARSA CÓMICA DE COSTUMBRES DE POLÍTICA RURAL, DISTRIBUÍDA EN TRES ACTOS","ARNICHES Y BARRERA, CARLOS",DRAMA / European,{'Spanish drama -- 20th century'},DRAMA,EUROPEAN,DRAMA
97,67895,ES MI HOMBRE: TRAGEDIA GROTESCA EN TRES ACTOS,"ARNICHES Y BARRERA, CARLOS",DRAMA / European,{'Spanish drama -- 20th century'},DRAMA,EUROPEAN,DRAMA
98,60210,LAS FIESTAS DE SAN JUAN: RESEÑA HISTÓRICA DE LO QUE HAN SIDO Y DE LO QUE SON RELACIÓN VERÍDICA DE LAS QUE SE CELEBRAN EN ESTE AÑO DE 1868,"ASENJO Y ARTEAGA, FEDERICO",HISTORY / Europe,"{'San Juan (P.R.) -- History', 'San Juan (P.R.) -- Social life and customs', 'Festivals -- Puerto Rico -- San Juan'}",HISTORY,EUROPE,HISTORY
99,40420,LA VOZ DE ESPAÑA CONTRA TODOS SUS ENEMIGOS,"AVILÉS, JOSÉ MARÍA",HISTORY / Europe,"{'Cuban question', 'Spanish-American War, 1898', 'Spain -- Social conditions'}",HISTORY,EUROPE,HISTORY
100,19496,DIARIO DE UN RECONOCIMIENTO DE LA GUARDIA Y FORTINES,"AZARA, FÉLIX DE",HISTORY / Latin America,"{'Buenos Aires (Argentina : Province) -- Description and travel', 'Argentina -- History -- To 1810'}",HISTORY,LATIN AMERICA,HISTORY
101,28904,CORRESPONDENCIA OFICIAL E INEDITA SOBRE LA DEMARCACION DE LIMITES ENTRE EL PARAGUAY Y EL BRASIL,"AZARA, FÉLIX DE",HISTORY / Latin America,"{'Paraguay -- Boundaries -- Brazil', 'Brazil -- Boundaries -- Paraguay'}",HISTORY,LATIN AMERICA,HISTORY
102,67481,LOS VALORES LITERARIOS,AZORÍN,LITERARY COLLECTIONS / Essays,{'Spanish literature -- History and criticism'},LITERARY COLLECTIONS,ESSAYS,LITERARY COLLECTIONS
103,13608,"FILOSOFÍA FUNDAMENTAL, TOMO I","BALMES, JAIME LUCIANO",PHILOSOPHY / General,{'Philosophy'},PHILOSOPHY,GENERAL,PHILOSOPHY
104,16132,"FILOSOFÍA FUNDAMENTAL, TOMO II","BALMES, JAIME LUCIANO",PHILOSOPHY / General,{'Philosophy'},PHILOSOPHY,GENERAL,PHILOSOPHY
105,17974,"FILOSOFÍA FUNDAMENTAL, TOMO III","BALMES, JAIME LUCIANO",PHILOSOPHY / General,{'Philosophy'},PHILOSOPHY,GENERAL,PHILOSOPHY
106,28430,"FILOSOFÍA FUNDAMENTAL, TOMO IV","BALMES, JAIME LUCIANO",PHILOSOPHY / General,{'Philosophy'},PHILOSOPHY,GENERAL,PHILOSOPHY
107,28929,EL CRITERIO,"BALMES, JAIME LUCIANO",PHILOSOPHY / General,{'Philosophy'},PHILOSOPHY,GENERAL,PHILOSOPHY
108,59797,EL PROTESTANTISMO COMPARADO CON EL CATOLICISMO EN SUS RELACIONES CON LA CIVILIZACIÓN EUROPEA (VOLS 1-2),"BALMES, JAIME LUCIANO",PHILOSOPHY / General,"{'Catholic Church -- Apologetic works', 'Christian civilization', 'Catholic Church -- Doctrines -- Catholic authors', 'Protestantism', 'Europe -- Civilization'}",PHILOSOPHY,GENERAL,PHILOSOPHY
109,52595,"QUINCE MINUTOS EN GLOBO: DISPARATE CÓMICO-LÍRICO-BAILABLE EN UN ACTO, EN PROSA Y VERSO","BARBERÁ, JOAQUÍN",DRAMA / European,{'Zarzuelas -- Librettos'},DRAMA,EUROPEAN,DRAMA
110,15046,"UN PASEO POR PARIS, RETRATOS AL NATURAL","BARCIA, ROQUE",TRAVEL / Europe,"{'Paris (France) -- Social life and customs', 'Paris (France) -- Description and travel'}",TRAVEL,EUROPE,TRAVEL
