,id_limpio,title,author,genre,subjects,genre_1,genre_2,genre_3
111,25317,"LA ARGENTINA, O LA CONQUISTA DEL RIO DE LA PLATA. POEMA HISTÓRICO","BARCO CENTENERA, MARTÍN DEL",POETRY / Historical,"{'America -- Early accounts to 1600', 'America -- Discovery and exploration -- Spanish -- Poetry', 'Rio de la Plata Region (Argentina and Uruguay) -- History -- Poetry', 'Argentina -- History -- 1535-1617 -- Poetry'}",POETRY,HISTORICAL,POETRY
112,12848,LAS INQUIETUDES DE SHANTI ANDIA,"BAROJA, PÍO",FICTION / Classics,"{'Sea stories', 'Slave trade -- Fiction', 'Ship captains -- Fiction'}",FICTION,CLASSICS,FICTION CLASSICS
113,13264,ZALACAÍN EL AVENTURERO: (HISTORIA DE LAS BUENAS ANDANZAS Y FORTUNAS DE MARTÍN ZALACAÍN EL AVENTURERO),"BAROJA, PÍO",FICTION / Classics,"{'Spain -- History -- Carlist War, 1873-1876 -- Fiction'}",FICTION,CLASSICS,FICTION CLASSICS
114,40544,LA LUCHA POR LA VIDA: AURORA ROJA,"BAROJA, PÍO",FICTION / Classics,{'Spanish fiction -- 20th century'},FICTION,CLASSICS,FICTION CLASSICS
115,40827,"LA VOZ DE LA CONSEJA, T.1: SELECCIÓN DE LAS MEJORES NOVELAS BREVES Y CUENTOS DE LOS MÁS ESCLARECIDOS LITERATOS","BAROJA, PÍO",FICTION / Classics,{'Spanish fiction'},FICTION,CLASSICS,FICTION CLASSICS
116,43017,MALA HIERBA,"BAROJA, PÍO",FICTION / Classics,{'Spanish fiction -- 20th century'},FICTION,CLASSICS,FICTION CLASSICS
117,43033,LA LUCHA POR LA VIDA: MALA HIERBA,"BAROJA, PÍO",FICTION / Classics,{'Spanish fiction -- 20th century'},FICTION,CLASSICS,FICTION CLASSICS
118,43432,LA LUCHA POR LA VIDA: LA BUSCA,"BAROJA, PÍO",FICTION / Classics,{'Spanish fiction -- 20th century'},FICTION,CLASSICS,FICTION CLASSICS
119,47057,LAS INQUIETUDES DE SHANTI ANDÍA,"BAROJA, PÍO",FICTION / Classics,"{'Sea stories', 'Slave trade -- Fiction', 'Ship captains -- Fiction'}",FICTION,CLASSICS,FICTION CLASSICS
120,47103,EL APRENDIZ DE CONSPIRADOR,"BAROJA, PÍO",FICTION / Classics,"{'Aviraneta e Ibargoyen, Eugenio de, 1792-1872 -- Fiction'}",FICTION,CLASSICS,FICTION CLASSICS
121,48783,EL ESCUADRÓN DEL BRIGANTE,"BAROJA, PÍO",FICTION / Classics,"{'Aviraneta e Ibargoyen, Eugenio de, 1792-1872 -- Fiction', 'Spain -- History -- Napoleonic Conquest, 1808-1813 -- Fiction'}",FICTION,CLASSICS,FICTION CLASSICS
122,49280,LOS CAMINOS DEL MUNDO,"BAROJA, PÍO",FICTION / Classics,"{'Aviraneta e Ibargoyen, Eugenio de, 1792-1872 -- Fiction'}",FICTION,CLASSICS,FICTION CLASSICS
123,49470,CON LA PLUMA Y CON EL SABLE: CRÓNICA DE 1820 A 1823,"BAROJA, PÍO",FICTION / Classics,"{'Aviraneta e Ibargoyen, Eugenio de, 1792-1872 -- Fiction'}",FICTION,CLASSICS,FICTION CLASSICS
124,50126,LOS RECURSOS DE LA ASTUCIA,"BAROJA, PÍO",FICTION / Classics,"{'Aviraneta e Ibargoyen, Eugenio de, 1792-1872 -- Fiction'}",FICTION,CLASSICS,FICTION CLASSICS
125,50726,LA RUTA DEL AVENTURERO,"BAROJA, PÍO",FICTION / Classics,"{'Aviraneta e Ibargoyen, Eugenio de, 1792-1872 -- Fiction'}",FICTION,CLASSICS,FICTION CLASSICS
126,51858,LOS CONTRASTES DE LA VIDA,"BAROJA, PÍO",FICTION / Classics,"{'Aviraneta e Ibargoyen, Eugenio de, 1792-1872 -- Fiction'}",FICTION,CLASSICS,FICTION CLASSICS
127,53003,LA VELETA DE GASTIZAR,"BAROJA, PÍO",FICTION / Classics,"{'Aviraneta e Ibargoyen, Eugenio de, 1792-1872 -- Fiction'}",FICTION,CLASSICS,FICTION CLASSICS
128,53517,LOS CAUDILLOS DE 1830,"BAROJA, PÍO",FICTION / Classics,"{'Aviraneta e Ibargoyen, Eugenio de, 1792-1872 -- Fiction', 'Spain -- History -- Ferdinand VII, 1813-1833 -- Fiction'}",FICTION,CLASSICS,FICTION CLASSICS
129,54120,LA ISABELINA,"BAROJA, PÍO",FICTION / Classics,"{'Aviraneta e Ibargoyen, Eugenio de, 1792-1872 -- Fiction'}",FICTION,CLASSICS,FICTION CLASSICS
130,54285,EL SABOR DE LA VENGANZA,"BAROJA, PÍO",FICTION / Classics,"{'Aviraneta e Ibargoyen, Eugenio de, 1792-1872 -- Fiction'}",FICTION,CLASSICS,FICTION CLASSICS
131,55157,LAS FURIAS,"BAROJA, PÍO",FICTION / Classics,"{'Aviraneta e Ibargoyen, Eugenio de, 1792-1872 -- Fiction'}",FICTION,CLASSICS,FICTION CLASSICS
132,58298,"LA DAMA ERRANTE: LA RAZA, TOMO I","BAROJA, PÍO",FICTION / Classics,{'Spanish fiction -- 20th century'},FICTION,CLASSICS,FICTION CLASSICS
133,60464,EL ÁRBOL DE LA CIENCIA: NOVELA,"BAROJA, PÍO",FICTION / Literary,"{'Spain -- Fiction', 'Spanish fiction -- 20th century', 'Madrid (Spain) -- Fiction', 'Medical students -- Fiction', 'Physicians -- Fiction'}",FICTION,LITERARY,FICTION LITERARY
134,61189,"EL AMOR, EL DANDYSMO Y LA INTRIGA","BAROJA, PÍO",FICTION / Classics,"{'Aviraneta e Ibargoyen, Eugenio de, 1792-1872 -- Fiction'}",FICTION,CLASSICS,FICTION CLASSICS
135,63680,LAS FIGURAS DE CERA: NOVELA,"BAROJA, PÍO",FICTION / Classics,"{'Aviraneta e Ibargoyen, Eugenio de, 1792-1872 -- Fiction'}",FICTION,CLASSICS,FICTION CLASSICS
136,74566,LA NAVE DE LOS LOCOS : $B NOVELA,"BAROJA, PÍO",FICTION / Classics,"{'Spain -- History -- Carlist War, 1833-1840 -- Fiction', 'Aviraneta e Ibargoyen, Eugenio de, 1792-1872 -- Fiction'}",FICTION,CLASSICS,FICTION CLASSICS
137,25687,TRES COMEDIAS MODERNAS: EN UN ACTO Y EN PROSA,"BARRANCO, MARIANO",DRAMA / European,"{'Spanish drama', 'Comedy plays'}",DRAMA,EUROPEAN,DRAMA
138,74604,COMPENDIO DEL VIAJE DEL JOVEN ANACARSIS A LA GRECIA (1 DE 2),"BARTHÉLEMY, J.-J. (JEAN-JACQUES)",FICTION / Historical,{'Greece -- Description and travel -- Early works to 1800'},FICTION,HISTORICAL,FICTION HISTORICAL
139,74605,COMPENDIO DEL VIAJE DEL JOVEN ANACARSIS A LA GRECIA (2 DE 2),"BARTHÉLEMY, J.-J. (JEAN-JACQUES)",FICTION / Historical,{'Greece -- Description and travel -- Early works to 1800'},FICTION,HISTORICAL,FICTION HISTORICAL
140,45250,"LOS INDIOS, SU HISTORIA Y SU CIVILIZACIÓN","BATRES JÁUREGUI, ANTONIO",HISTORY / Latin America,"{'Indians of Central America -- Guatemala', 'Indians'}",HISTORY,LATIN AMERICA,HISTORY
141,53552,OBRAS ESCOGIDAS,"BÉCQUER, GUSTAVO ADOLFO",LITERARY COLLECTIONS / General,{'Spanish literature -- 19th century'},LITERARY COLLECTIONS,GENERAL,LITERARY COLLECTIONS
142,28106,HEATH'S MODERN LANGUAGE SERIES: TRES COMEDIAS: SIN QUERER; DE PEQUENAS CAUSAS...; LOS INTERESES CREADOS,"BENAVENTE, JACINTO",DRAMA / European,"{'Spanish drama', 'Comedy plays'}",DRAMA,EUROPEAN,DRAMA
143,54283,"DE SOBREMESA; CRÓNICAS, PRIMERA PARTE (DE 5)","BENAVENTE, JACINTO",LITERARY COLLECTIONS / Essays,{'Spanish fiction -- 20th century'},LITERARY COLLECTIONS,ESSAYS,LITERARY COLLECTIONS
144,55038,"DE SOBREMESA; CRÓNICAS, SEGUNDA PARTE (DE 5)","BENAVENTE, JACINTO",LITERARY COLLECTIONS / Essays,{'Spanish fiction -- 20th century'},LITERARY COLLECTIONS,ESSAYS,LITERARY COLLECTIONS
145,56770,"DE SOBREMESA; CRÓNICAS, TERCERA PARTE (DE 5)","BENAVENTE, JACINTO",LITERARY COLLECTIONS / Essays,{'Spanish fiction -- 20th century'},LITERARY COLLECTIONS,ESSAYS,LITERARY COLLECTIONS
146,58484,"DE SOBREMESA; CRÓNICAS, CUARTA PARTE (DE 5)","BENAVENTE, JACINTO",LITERARY COLLECTIONS / Essays,{'Spanish fiction -- 20th century'},LITERARY COLLECTIONS,ESSAYS,LITERARY COLLECTIONS
147,58545,"DE SOBREMESA; CRÓNICAS, QUINTA PARTE (DE 5)","BENAVENTE, JACINTO",LITERARY COLLECTIONS / Essays,{'Spanish fiction -- 20th century'},LITERARY COLLECTIONS,ESSAYS,LITERARY COLLECTIONS
148,67726,SEÑORA AMA: COMEDIA EN TRES ACTOS,"BENAVENTE, JACINTO",DRAMA / European,"{'Husband and wife -- Drama', 'Jealousy -- Drama', 'Spanish drama -- 20th century'}",DRAMA,EUROPEAN,DRAMA
149,65034,VELÁZQUEZ EN EL MUSEO DEL PRADO,"BERUETE Y MORET, A. DE (AURELIANO)",ART / History,"{'Velázquez, Diego, 1599-1660'}",ART,HISTORY,OTHERS
150,25705,"SUMA Y NARRACION DE LOS INCAS, QUE LOS INDIOS LLAMARON CAPACCUNA, QUE FUERON SEÑORES DE LA CIUDAD DEL CUZCO Y DE TODO LO Á ELLA SUBJETO","BETANZOS, JUAN DE",HISTORY / Latin America,"{'Betanzos, Juan de, -1576', 'Peru -- History -- Conquest, 1522-1548', 'Incas -- History', 'Indians of South America -- Andes Region -- History'}",HISTORY,LATIN AMERICA,HISTORY
151,41842,"EL ACEITE DE OLIVAS : $B SU EXTRACCIÓN, CLARIFICACIÓN, DEPURACIÓN, CONSERVACIÓN Y ENVASES PARA SU EXPORTACIÓN, DECOLORACIÓN Y MEDIOS PROPUESTOS PARA QUITARLE LA RANCIDEZ","BIZZARRI, ALESSANDRO",TECHNOLOGY & ENGINEERING / Food Science,{'Olive oil'},TECHNOLOGY & ENGINEERING,FOOD SCIENCE,OTHERS
152,60376,CUENTOS DE POETA,"BLANCO-FOMBONA, RUFINO",FICTION / Short Stories (single author),"{'Short stories, Venezuelan', 'Venezuelan fiction'}",FICTION,SHORT STORIES (SINGLE AUTHOR),FICTION SHORT STORIES (SINGLE AUTHOR)
153,10822,EL PARAISO DE LAS MUJERES: NOVELA,"BLASCO IBÁÑEZ, VICENTE",FICTION / Literary,"{'Spanish fiction -- 20th century', 'Women -- Fiction', 'Engineers -- Fiction'}",FICTION,LITERARY,FICTION LITERARY
154,13519,LA TIERRA DE TODOS,"BLASCO IBÁÑEZ, VICENTE",FICTION / Historical / General,"{'Man-woman relationships -- Fiction', 'Patagonia (Argentina and Chile) -- Fiction', 'Aristocracy (Social class) -- Fiction', 'Spanish fiction'}",FICTION,HISTORICAL,FICTION HISTORICAL
155,14308,EL PRÉSTAMO DE LA DIFUNTA,"BLASCO IBÁÑEZ, VICENTE",FICTION / Literary,{'Fiction'},FICTION,LITERARY,FICTION LITERARY
156,14944,LA BARRACA,"BLASCO IBÁÑEZ, VICENTE",FICTION / Literary,"{'Valencia (Spain : Province) -- Fiction', 'Tenant farmers -- Fiction', 'Absentee landlordism -- Fiction'}",FICTION,LITERARY,FICTION LITERARY
157,16413,ARROZ Y TARTANA,"BLASCO IBÁÑEZ, VICENTE",FICTION / Literary,{'Spanish fiction'},FICTION,LITERARY,FICTION LITERARY
158,16670,LA CATEDRAL,"BLASCO IBÁÑEZ, VICENTE",FICTION / Literary,"{'Catedral de Toledo -- Fiction', 'Toledo (Spain) -- Fiction'}",FICTION,LITERARY,FICTION LITERARY
159,21651,LOS MUERTOS MANDAN,"BLASCO IBÁÑEZ, VICENTE",FICTION / Literary,"{'Majorca (Spain) -- Fiction', 'Spanish fiction'}",FICTION,LITERARY,FICTION LITERARY
160,23236,MARE NOSTRUM,"BLASCO IBÁÑEZ, VICENTE",FICTION / Historical,{'Spanish fiction'},FICTION,HISTORICAL,FICTION HISTORICAL
161,24466,EL INTRUSO,"BLASCO IBÁÑEZ, VICENTE",FICTION / Literary,"{'Labor -- Spain -- Vizcaya -- History -- Fiction', 'Socialism -- Spain -- País Vasco -- History -- Fiction', 'Nationalism -- Spain -- País Vasco -- History -- Fiction'}",FICTION,LITERARY,FICTION LITERARY
162,24536,LOS CUATRO JINETES DEL APOCALIPSIS,"BLASCO IBÁÑEZ, VICENTE",FICTION / Literary,"{'World War, 1914-1918 -- Fiction', 'War stories', 'Spanish fiction'}",FICTION,LITERARY,FICTION LITERARY
163,25640,LOS ARGONAUTAS,"BLASCO IBÁÑEZ, VICENTE",FICTION / Literary,{'Spanish fiction'},FICTION,LITERARY,FICTION LITERARY
164,26983,SANGRE Y ARENA,"BLASCO IBÁÑEZ, VICENTE",FICTION / Literary,{'Bullfighters -- Fiction'},FICTION,LITERARY,FICTION LITERARY
165,27736,LA CONDENADA (CUENTOS),"BLASCO IBÁÑEZ, VICENTE",FICTION / Short Stories (single author),"{'Short stories, Spanish', 'Spanish fiction'}",FICTION,SHORT STORIES (SINGLE AUTHOR),FICTION SHORT STORIES (SINGLE AUTHOR)
166,28927,LA BODEGA,"BLASCO IBÁÑEZ, VICENTE",FICTION / Literary,"{'Jerez de la Frontera (Spain) -- History -- Fiction', 'Peasant uprisings -- Spain -- Jerez de la Frontera -- History -- Fiction'}",FICTION,LITERARY,FICTION LITERARY
167,30122,ENTRE NARANJOS,"BLASCO IBÁÑEZ, VICENTE",FICTION / Literary,{'Spanish fiction'},FICTION,LITERARY,FICTION LITERARY
168,33474,LA HORDA,"BLASCO IBÁÑEZ, VICENTE",FICTION / Literary,"{'Man-woman relationships -- Fiction', 'Authors -- Fiction', 'Poverty -- Fiction', 'Madrid (Spain) -- Fiction'}",FICTION,LITERARY,FICTION LITERARY
169,37139,LOS ENEMIGOS DE LA MUJER,"BLASCO IBÁÑEZ, VICENTE",FICTION / Literary,{'Spanish fiction'},FICTION,LITERARY,FICTION LITERARY
170,40182,ORIENTE,"BLASCO IBÁÑEZ, VICENTE",TRAVEL / Asia,"{'Europe -- Description and travel', 'Istanbul (Turkey) -- Description and travel', 'Blasco Ibáñez, Vicente, 1867-1928 -- Travel -- Europe'}",TRAVEL,ASIA,TRAVEL
171,41746,FLOR DE MAYO,"BLASCO IBÁÑEZ, VICENTE",FICTION / Literary,{'Spanish fiction'},FICTION,LITERARY,FICTION LITERARY
172,43030,LA MAJA DESNUDA,"BLASCO IBÁÑEZ, VICENTE",FICTION / Literary,"{'Painters -- Fiction', 'Husband and wife -- Fiction', 'Widowers -- Fiction', 'Madrid (Spain) -- Fiction', 'Man-woman relationships -- Fiction'}",FICTION,LITERARY,FICTION LITERARY
173,45829,"LA ARAÑA NEGRA, T. 1/9","BLASCO IBÁÑEZ, VICENTE",FICTION / Literary,"{'Historical fiction', 'Jesuits -- Spain -- History -- 19th century -- Fiction', 'Spanish fiction -- 19th century'}",FICTION,LITERARY,FICTION LITERARY
174,45830,"LA ARAÑA NEGRA, T. 2/9","BLASCO IBÁÑEZ, VICENTE",FICTION / Literary,"{'Historical fiction', 'Jesuits -- Spain -- History -- 19th century -- Fiction', 'Spanish fiction -- 19th century'}",FICTION,LITERARY,FICTION LITERARY
175,45831,"LA ARAÑA NEGRA, T. 3/9","BLASCO IBÁÑEZ, VICENTE",FICTION / Literary,"{'Historical fiction', 'Jesuits -- Spain -- History -- 19th century -- Fiction', 'Spanish fiction -- 19th century'}",FICTION,LITERARY,FICTION LITERARY
176,45832,"LA ARAÑA NEGRA, T. 4/9","BLASCO IBÁÑEZ, VICENTE",FICTION / Literary,"{'Historical fiction', 'Jesuits -- Spain -- History -- 19th century -- Fiction', 'Spanish fiction -- 19th century'}",FICTION,LITERARY,FICTION LITERARY
177,45833,"LA ARAÑA NEGRA, T. 5/9","BLASCO IBÁÑEZ, VICENTE",FICTION / Literary,"{'Historical fiction', 'Jesuits -- Spain -- History -- 19th century -- Fiction', 'Spanish fiction -- 19th century'}",FICTION,LITERARY,FICTION LITERARY
178,45834,"LA ARAÑA NEGRA, T. 6/9","BLASCO IBÁÑEZ, VICENTE",FICTION / Literary,"{'Historical fiction', 'Jesuits -- Spain -- History -- 19th century -- Fiction', 'Spanish fiction -- 19th century'}",FICTION,LITERARY,FICTION LITERARY
179,45835,"LA ARAÑA NEGRA, T. 7/9","BLASCO IBÁÑEZ, VICENTE",FICTION / Literary,"{'Historical fiction', 'Jesuits -- Spain -- History -- 19th century -- Fiction', 'Spanish fiction -- 19th century'}",FICTION,LITERARY,FICTION LITERARY
180,45836,"LA ARAÑA NEGRA, T. 8/9","BLASCO IBÁÑEZ, VICENTE",FICTION / Literary,"{'Historical fiction', 'Jesuits -- Spain -- History -- 19th century -- Fiction', 'Spanish fiction -- 19th century'}",FICTION,LITERARY,FICTION LITERARY
181,45837,"LA ARAÑA NEGRA, T. 9/9","BLASCO IBÁÑEZ, VICENTE",FICTION / Literary,"{'Historical fiction', 'Jesuits -- Spain -- History -- 19th century -- Fiction', 'Spanish fiction -- 19th century'}",FICTION,LITERARY,FICTION LITERARY
182,57781,CAÑAS Y BARRO: NOVELA,"BLASCO IBÁÑEZ, VICENTE",FICTION / Literary,{'Spanish fiction -- 20th century'},FICTION,LITERARY,FICTION LITERARY
183,61438,SÓNNICA LA CORTESANA: NOVELA,"BLASCO IBÁÑEZ, VICENTE",FICTION / Historical,"{'Sagunto (Spain) -- History -- Siege, 219-218 B.C. -- Fiction'}",FICTION,HISTORICAL,FICTION HISTORICAL
184,62850,LA REINA CALAFIA (NOVELA),"BLASCO IBÁÑEZ, VICENTE",FICTION / Historical,{'Spanish fiction -- 20th century'},FICTION,HISTORICAL,FICTION HISTORICAL
185,63810,LA VUELTA AL MUNDO DE UN NOVELISTA; VOL. 1/3,"BLASCO IBÁÑEZ, VICENTE",TRAVEL / Essays & Travelogues,{'Voyages around the world'},TRAVEL,ESSAYS & TRAVELOGUES,TRAVEL
186,63816,LA VUELTA AL MUNDO DE UN NOVELISTA; VOL. 2/3,"BLASCO IBÁÑEZ, VICENTE",TRAVEL / Essays & Travelogues,{'Voyages around the world'},TRAVEL,ESSAYS & TRAVELOGUES,TRAVEL
187,65719,LA FAMILIA DE DOCTOR PEDRAZA,"BLASCO IBÁÑEZ, VICENTE",TRAVEL / Essays & Travelogues,{'Spanish fiction -- 20th century'},TRAVEL,ESSAYS & TRAVELOGUES,TRAVEL
188,66514,CUENTOS VALENCIANOS,"BLASCO IBÁÑEZ, VICENTE",FICTION / Literary,"{'Short stories, Spanish', 'Spanish fiction -- 20th century', 'Valencia (Spain) -- Social life and customs -- Fiction'}",FICTION,LITERARY,FICTION LITERARY
189,67137,NOVELAS DE LA COSTA AZUL,"BLASCO IBÁÑEZ, VICENTE",FICTION / Short Stories (single author),{'Spanish fiction -- 20th century'},FICTION,SHORT STORIES (SINGLE AUTHOR),FICTION SHORT STORIES (SINGLE AUTHOR)
190,67843,EL PAPA DEL MAR,"BLASCO IBÁÑEZ, VICENTE",FICTION / Literary,"{'Rome (Italy) -- History -- Fiction', 'Catholic Church -- History -- Fiction', 'Benedict XIII, Antipope, 1342-1423? -- Fiction'}",FICTION,LITERARY,FICTION LITERARY
191,67917,LA VUELTA AL MUNDO DE UN NOVELISTA; VOL. 3/3,"BLASCO IBÁÑEZ, VICENTE",FICTION / Literary,{'Voyages around the world'},FICTION,LITERARY,FICTION LITERARY
192,27167,HISTORIA DE TERUEL,"BLASCO, COSME",HISTORY / Europe,{'Teruel (Spain)'},HISTORY,EUROPE,HISTORY
193,73799,"FERNANDO IV DE CASTILLA, O, DOS MUERTES A UN TIEMPO : $B NOVELA HISTÓRICA DEL SIGLO XIV","BOLANGERO, VÍCTOR ÁFRICA",FICTION / Historical,"{'Ferdinand IV, King of Castile and León, 1285-1312 -- Fiction', 'Historical fiction'}",FICTION,HISTORICAL,FICTION HISTORICAL
194,51019,"LA BIBLIA EN ESPAÑA, TOMO I (DE 3): O VIAJES, AVENTURAS Y PRISIONES DE UN INGLÉS EN SU INTENTO DE DIFUNDIR LAS ESCRITURAS POR LA PENÍNSULA","BORROW, GEORGE",TRAVEL / Essays & Travelogues,"{'Borrow, George, 1803-1881 -- Travel -- Spain', 'Spain -- Description and travel', 'Spain -- History -- 19th century'}",TRAVEL,ESSAYS & TRAVELOGUES,TRAVEL
195,51020,"LA BIBLIA EN ESPAÑA, TOMO II (DE 3): O VIAJES, AVENTURAS Y PRISIONES DE UN INGLÉS EN SU INTENTO DE DIFUNDIR LAS ESCRITURAS POR LA PENÍNSULA","BORROW, GEORGE",TRAVEL / Essays & Travelogues,"{'Borrow, George, 1803-1881 -- Travel -- Spain', 'Spain -- Description and travel', 'Spain -- History -- 19th century'}",TRAVEL,ESSAYS & TRAVELOGUES,TRAVEL
196,51689,"LA BIBLIA EN ESPAÑA, TOMO III (DE 3): O VIAJES, AVENTURAS Y PRISIONES DE UN INGLÉS EN SU INTENTO DE DIFUNDIR LAS ESCRITURAS POR LA PENÍNSULA","BORROW, GEORGE",TRAVEL / Essays & Travelogues,"{'Borrow, George, 1803-1881 -- Travel -- Spain', 'Spain -- Description and travel', 'Spain -- History -- 19th century'}",TRAVEL,ESSAYS & TRAVELOGUES,TRAVEL
197,41853,RAFAEL CORDERO: ELOGIO PÓSTUMO,"BRAU, SALVADOR","BIOGRAPHY & AUTOBIOGRAPHY / Cultural, Ethnic & Regional","{'Teachers -- Puerto Rico -- Biography', 'Cordero, Rafael, 1790-1868'}",BIOGRAPHY & AUTOBIOGRAPHY,"CULTURAL, ETHNIC & REGIONAL",BIOGRAPHY & AUTOBIOGRAPHY
198,42321,LO QUE DICE LA HISTORIA: CARTAS AL SEÑOR MINISTRO DE ULTRAMAR,"BRAU, SALVADOR",POLITICAL SCIENCE / Colonialism & Post-Colonialism,"{'Puerto Rico -- History', 'Puerto Rico -- Politics and government -- To 1898'}",POLITICAL SCIENCE,COLONIALISM & POST-COLONIALISM,POLITICAL SCIENCE
199,38124,SPANISH COMPOSITION,"BROOMHALL, EDITH J. (EDITH JANE)",FOREIGN LANGUAGE STUDY / Spanish,"{'Spanish language -- Grammar', 'Spanish language -- Composition and exercises'}",FOREIGN LANGUAGE STUDY,SPANISH,OTHERS
200,26771,THESPIS (NOVELAS CORTAS Y CUENTOS),"BUNGE, CARLOS O. (CARLOS OCTAVIO)",FICTION / Short Stories (single author),"{'Fiction', 'Short stories'}",FICTION,SHORT STORIES (SINGLE AUTHOR),FICTION SHORT STORIES (SINGLE AUTHOR)
201,10821,MANFREDO: DRAMA EN TRES ACTOS,"BYRON, GEORGE GORDON BYRON, BARON",DRAMA / European,{'Drama'},DRAMA,EUROPEAN,DRAMA
202,23600,LA GAVIOTA,"CABALLERO, FERNÁN",FICTION / Literary,"{'Women -- Spain -- Fiction', 'Spanish fiction -- 19th century'}",FICTION,LITERARY,FICTION LITERARY
203,60284,CLEMENCIA: NOVELA DE COSTUMBRES,"CABALLERO, FERNÁN",FICTION / Literary,"{'Women -- Spain -- Fiction', 'Spain -- Social life and customs -- 19th century -- Fiction', 'Spain -- Social conditions -- 19th century -- Fiction', 'Historical fiction, Spanish'}",FICTION,LITERARY,FICTION LITERARY
204,45180,POETAS DE COLOR,"CALCAGNO, FRANCISCO",POETRY / Anthologies (multiple authors),"{'Poets, Cuban', 'Authors, Black -- Cuba'}",POETRY,ANTHOLOGIES (MULTIPLE AUTHORS),POETRY
205,54436,"TEATRO SELECTO, TOMO 1 DE 4","CALDERÓN DE LA BARCA, PEDRO",DRAMA / European,"{'Spanish drama -- Classical period, 1500-1700'}",DRAMA,EUROPEAN,DRAMA
206,55917,"TEATRO SELECTO, TOMO 2 DE 4","CALDERÓN DE LA BARCA, PEDRO",DRAMA / European,"{'Spanish drama -- Classical period, 1500-1700'}",DRAMA,EUROPEAN,DRAMA
207,58643,"TEATRO SELECTO, TOMO 3 DE 4","CALDERÓN DE LA BARCA, PEDRO",DRAMA / European,"{'Spanish drama -- Classical period, 1500-1700'}",DRAMA,EUROPEAN,DRAMA
208,63328,"TEATRO SELECTO, TOMO 4 DE 4","CALDERÓN DE LA BARCA, PEDRO",DRAMA / European,"{'Spanish drama -- Classical period, 1500-1700'}",DRAMA,EUROPEAN,DRAMA
209,8870,"LA MEJOR COCINERA, RECETAS DE COCINA",CALLEJA (PSEUDONYM),COOKING / Regional & Ethnic,{'Cooking'},COOKING,REGIONAL & ETHNIC,OTHERS
210,43400,MÚSICA Y MÚSICOS PORTORRIQUEÑOS,"CALLEJO FERRER, FERNANDO",MUSIC / History & Criticism,"{'Musicians -- Puerto Rico', 'Music -- Puerto Rico -- History and criticism'}",MUSIC,HISTORY & CRITICISM,OTHERS
211,62019,POLÍTICA AMERICANA,"CALVO, ALEJANDRO",POLITICAL SCIENCE / Essays,"{'Monroe doctrine', 'Latin America -- Relations -- United States', 'United States -- Relations -- Latin America'}",POLITICAL SCIENCE,ESSAYS,POLITICAL SCIENCE
212,30275,LA RANA VIAJERA,"CAMBA, JULIO",TRAVEL / Essays & Travelogues,"{'Spain -- Description and travel -- Anecdotes, facetiae, satire, etc.'}",TRAVEL,ESSAYS & TRAVELOGUES,TRAVEL
213,64775,LOS LUSÍADAS: POEMA ÉPICO EN DIEZ CANTOS,"CAMÕES, LUÍS DE",POETRY / Epic,"{'Explorers -- Portugal -- Poetry', 'Epic poetry, Portuguese -- Translations into Spanish', 'Portuguese poetry -- Classical period, 1500-1700 -- Translations into Spanish', 'Portugal -- Colonies -- Asia -- Poetry', 'Gama, Vasco da, 1469-1524 -- Poetry', 'India -- Discovery and exploration -- Poetry'}",POETRY,EPIC,POETRY
214,9890,"BIOGRAFIA DEL LIBERTADOR SIMON BOLÍVAR, Ó LA INDEPENDENCIA DE LA AMÉRICA DEL SUD: RESEÑA HISTÓRICO-BIOGRÁFICA","CAMPANO, LORENZO",BIOGRAPHY & AUTOBIOGRAPHY / Political,"{'South America -- History -- Wars of Independence, 1806-1830', 'Bolívar, Simón, 1783-1830', 'Heads of state -- South America -- Biography'}",BIOGRAPHY & AUTOBIOGRAPHY,POLITICAL,BIOGRAPHY & AUTOBIOGRAPHY
215,16319,"IMPRESIONES, POESÍAS","CAMPO ARANA, JOSÉ",POETRY / General,{'Poetry'},POETRY,GENERAL,POETRY
216,62986,TRES RELATOS PORTEÑOS: SEGUNDA EDICIÓN,"CANCELA, ARTURO",FICTION / Short Stories (single author),{'Argentine fiction -- 20th century'},FICTION,SHORT STORIES (SINGLE AUTHOR),FICTION SHORT STORIES (SINGLE AUTHOR)
217,29014,EN VIAJE (1881-1882),"CANÉ, MIGUEL",TRAVEL / Essays & Travelogues,"{'Voyages and travels', 'Colombia -- Description and travel'}",TRAVEL,ESSAYS & TRAVELOGUES,TRAVEL
218,41575,JUVENILLA; PROSA LIGERA,"CANÉ, MIGUEL",BIOGRAPHY & AUTOBIOGRAPHY / Literary Figures,"{'Argentine literature', 'Argentina -- Social life and customs'}",BIOGRAPHY & AUTOBIOGRAPHY,LITERARY FIGURES,BIOGRAPHY & AUTOBIOGRAPHY
219,47092,HISTORIA DE LA DECADENCIA DE ESPAÑA,"CÁNOVAS DEL CASTILLO, ANTONIO",HISTORY / Europe,"{'Spain -- History -- Philip III, 1598-1621', 'Spain -- History -- Philip IV, 1621-1665', 'Degeneration -- History -- 17th century', 'Spain -- History -- Charles II, 1665-1700'}",HISTORY,EUROPE,HISTORY
